Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability (%),Recyclability Category,Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%)
MAT_0192,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23.0,12.0,74533.0,25.0,1.95,1.52,28.0,59.0,8.0,7.0,7.0,1.5,30291.0,257.0,67.0
MAT_0193,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,252.0,5.0,0.88,0.54,64.0,91.0,6.0,4.0,4.0,2.78,100650.0,782.0,85.0
MAT_0194,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,86,Medium,41.0,86.0,52150.0,13.0,1.07,1.46,79.0,83.0,8.0,9.0,6.0,12.72,59942.0,1268.0,90.0
MAT_0195,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,73.0,98.0,157790.0,7.0,3.67,3.13,83.0,72.0,8.0,10.0,9.0,24.33,20573.0,4938.0,91.0
MAT_0196,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,78.0,51.0,332.0,6.0,0.85,0.52,65.0,86.0,4.0,3.0,3.0,2.94,102220.0,740.0,84.0
MAT_0197,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,ROW,100,High,88.0,34.0,179.0,3.0,0.56,0.3,69.0,96.0,2.0,3.0,4.0,2.5,76742.0,674.0,78.0
MAT_0198,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,94,Medium,47.0,93.0,33532.0,10.0,1.15,1.47,80.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0
MAT_0199,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,84.0,47.0,355.0,5.0,0.72,0.47,59.0,90.0,5.0,3.0,3.0,3.05,102073.0,901.0,91.0
MAT_0200,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,50.0,95.0,31940.0,11.0,1.15,1.57,80.0,86.0,9.0,8.0,7.0,14.41,47587.0,975.0,89.0
MAT_0201,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,82,Medium,41.0,89.0,69350.0,12.0,1.01,1.52,78.0,83.0,8.0,8.0,7.0,11.28,62593.0,1284.0,90.0
MAT_0202,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,80.0,51.0,230.0,5.0,0.73,0.5,62.0,85.0,4.0,4.0,4.0,3.07,98791.0,732.0,83.0
MAT_0203,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,78.0,47.0,157.0,5.0,0.92,0.53,58.0,90.0,4.0,3.0,3.0,2.77,100871.0,847.0,90.0
MAT_0204,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,51.0,96.0,40031.0,10.0,1.13,1.44,79.0,83.0,9.0,9.0,7.0,14.59,44696.0,1041.0,98.0
MAT_0205,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,94,Medium,42.0,94.0,46640.0,12.0,1.06,1.46,75.0,75.0,8.0,8.0,8.0,11.69,54650.0,1189.0,88.0
MAT_0206,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,47.0,97.0,41427.0,10.0,1.18,1.45,82.0,87.0,9.0,7.0,6.0,15.76,48866.0,1053.0,97.0
MAT_0207,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,ROW,68,Medium,30.0,12.0,65985.0,25.0,2.05,1.57,32.0,63.0,8.0,9.0,6.0,1.86,30397.0,298.0,69.0
MAT_0208,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,40.0,92.0,60408.0,12.0,1.06,1.43,76.0,77.0,9.0,8.0,7.0,12.01,57077.0,1087.0,88.0
MAT_0209,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,70.0,98.0,90587.0,8.0,3.58,3.13,83.0,76.0,8.0,10.0,10.0,25.43,21272.0,4976.0,93.0
MAT_0210,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,52.0,99.0,25270.0,10.0,1.18,1.42,80.0,82.0,7.0,7.0,7.0,14.28,48512.0,1065.0,95.0
MAT_0211,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77.0,48.0,154.0,5.0,0.76,0.51,60.0,91.0,5.0,4.0,4.0,2.98,103323.0,737.0,85.0
MAT_0212,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,85.0,32.0,104.0,2.0,0.47,0.3,64.0,95.0,3.0,2.0,3.0,1.83,78051.0,715.0,84.0
MAT_0213,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,81.0,50.0,201.0,5.0,0.74,0.51,61.0,90.0,5.0,4.0,4.0,2.6,99953.0,717.0,85.0
MAT_0214,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,42.0,89.0,50911.0,11.0,0.92,1.38,77.0,82.0,7.0,8.0,8.0,11.34,60692.0,1224.0,90.0
MAT_0215,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,82,Medium,48.0,93.0,29304.0,11.0,1.18,1.52,79.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0
MAT_0216,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,75.0,44.0,211.0,5.0,0.85,0.5,61.0,89.0,5.0,4.0,4.0,3.77,98647.0,753.0,93.0
MAT_0217,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,93,Medium,50.0,97.0,32911.0,10.0,1.2,1.52,80.0,90.0,8.0,7.0,7.0,14.55,46054.0,1003.0,100.0
MAT_0218,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,92.0,30.0,141.0,3.0,0.5,0.3,65.0,93.0,2.0,2.0,3.0,1.6,73892.0,525.0,85.0
MAT_0219,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50.0,96.0,25244.0,11.0,1.18,1.46,78.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0
MAT_0220,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,78.0,50.0,197.0,5.0,0.77,0.48,59.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,87.0
MAT_0221,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,80.0,48.0,252.0,6.0,0.76,0.5,64.0,91.0,4.0,4.0,4.0,2.78,100650.0,782.0,85.0
MAT_0222,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,95,Medium,42.0,87.0,37036.0,13.0,0.92,1.47,72.0,83.0,9.0,9.0,7.0,12.72,57467.0,1176.0,96.0
MAT_0223,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,91.0,33.0,122.0,2.0,0.5,0.29,68.0,91.0,1.0,2.0,3.0,2.02,77375.0,549.0,85.0
MAT_0224,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,96,High,82.0,50.0,154.0,5.0,0.85,0.5,60.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,86.0
MAT_0225,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,73,Medium,30.0,12.0,31602.0,26.0,1.96,1.4,30.0,56.0,9.0,7.0,6.0,1.42,31018.0,171.0,70.0
MAT_0226,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,38.0,87.0,52407.0,12.0,0.92,1.47,75.0,81.0,9.0,9.0,7.0,12.45,56902.0,1222.0,97.0
MAT_0227,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,83.0,49.0,275.0,6.0,0.81,0.5,65.0,89.0,5.0,3.0,5.0,3.18,100778.0,819.0,92.0
MAT_0228,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,80.0,50.0,230.0,5.0,0.73,0.49,60.0,85.0,5.0,5.0,4.0,3.07,98791.0,732.0,83.0
MAT_0229,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,90,Medium,48.0,99.0,42997.0,10.0,1.21,1.52,76.0,82.0,9.0,7.0,7.0,14.94,48860.0,978.0,86.0
MAT_0230,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,71.0,97.0,99557.0,8.0,3.6,3.02,83.0,73.0,9.0,9.0,10.0,25.68,19707.0,5063.0,94.0
MAT_0231,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,77.0,48.0,250.0,5.0,0.72,0.5,61.0,90.0,5.0,4.0,4.0,3.39,100328.0,741.0,87.0
MAT_0232,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,88.0,29.0,133.0,3.0,0.52,0.29,66.0,98.0,2.0,2.0,3.0,1.76,75226.0,663.0,82.0
MAT_0233,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,41.0,86.0,52150.0,13.0,1.06,1.48,77.0,78.0,7.0,9.0,8.0,12.72,59942.0,1268.0,90.0
MAT_0234,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23.0,12.0,74533.0,25.0,1.99,1.52,32.0,60.0,7.0,8.0,6.0,1.5,30291.0,257.0,67.0
MAT_0235,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81.0,50.0,201.0,5.0,0.85,0.53,60.0,89.0,6.0,3.0,4.0,2.6,99953.0,717.0,85.0
MAT_0236,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,86,Medium,50.0,96.0,25270.0,11.0,1.15,1.56,76.0,82.0,8.0,8.0,7.0,14.28,48512.0,1065.0,95.0
MAT_0237,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77.0,46.0,169.0,5.0,0.78,0.5,58.0,87.0,6.0,4.0,5.0,2.82,96624.0,825.0,90.0
MAT_0238,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,52.0,242.0,5.0,0.79,0.53,60.0,90.0,5.0,4.0,4.0,3.14,103063.0,782.0,88.0
MAT_0239,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,36.0,94.0,40250.0,13.0,0.92,1.52,79.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0
MAT_0240,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,50.0,95.0,31940.0,10.0,1.17,1.46,83.0,86.0,7.0,7.0,7.0,14.41,47587.0,975.0,89.0
MAT_0241,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,48.0,93.0,33525.0,11.0,1.18,1.43,80.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0
MAT_0242,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82.0,53.0,291.0,5.0,0.78,0.5,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0
MAT_0243,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,97,High,76.0,51.0,332.0,6.0,0.79,0.53,60.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,84.0
MAT_0244,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,95,High,71.0,97.0,90587.0,8.0,3.58,3.15,83.0,76.0,8.0,9.0,8.0,25.43,21272.0,4976.0,93.0
MAT_0245,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,94,High,87.0,36.0,171.0,2.0,0.47,0.29,67.0,91.0,3.0,3.0,3.0,1.23,76655.0,523.0,78.0
MAT_0246,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,48.0,94.0,76964.0,10.0,1.15,1.52,75.0,82.0,9.0,7.0,6.0,14.65,49673.0,998.0,92.0
MAT_0247,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,87,Medium,44.0,87.0,35850.0,13.0,1.06,1.41,74.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0
MAT_0248,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EMEA,73,Medium,30.0,12.0,31602.0,25.0,2.05,1.48,31.0,56.0,8.0,7.0,7.0,1.42,31018.0,171.0,70.0
MAT_0249,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,94,Medium,50.0,96.0,40050.0,10.0,1.21,1.53,79.0,90.0,8.0,7.0,6.0,15.25,50106.0,1088.0,96.0
MAT_0250,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,73.0,98.0,157790.0,8.0,3.48,2.8,85.0,73.0,9.0,10.0,10.0,24.33,20573.0,4938.0,91.0
MAT_0251,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,250.0,6.0,0.72,0.48,61.0,90.0,4.0,4.0,5.0,3.39,100328.0,741.0,87.0
MAT_0252,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,88.0,29.0,133.0,2.0,0.5,0.3,66.0,98.0,1.0,3.0,2.0,1.76,75226.0,663.0,82.0
MAT_0253,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,92,Medium,48.0,99.0,42997.0,10.0,1.15,1.38,80.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,86.0
MAT_0254,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78.0,47.0,157.0,5.0,0.76,0.49,61.0,90.0,6.0,3.0,4.0,2.77,100871.0,847.0,90.0
MAT_0255,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,47.0,97.0,33532.0,10.0,1.06,1.44,79.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0
MAT_0256,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,36.0,92.0,10935.0,13.0,0.95,1.56,76.0,81.0,8.0,7.0,7.0,12.59,62098.0,1250.0,91.0
MAT_0257,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76.0,51.0,332.0,6.0,0.73,0.5,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0
MAT_0258,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50.0,95.0,30911.0,10.0,1.21,1.5,81.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0
MAT_0259,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,99,High,89.0,31.0,104.0,2.0,0.52,0.31,66.0,91.0,2.0,3.0,2.0,1.96,75069.0,637.0,79.0
MAT_0260,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,94,High,79.0,48.0,154.0,5.0,0.92,0.53,59.0,90.0,5.0,5.0,4.0,3.22,96860.0,862.0,86.0
MAT_0261,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EU,76,Medium,30.0,8.0,64044.0,25.0,2.14,1.44,32.0,60.0,9.0,7.0,7.0,1.18,27055.0,315.0,72.0
MAT_0262,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,50.0,96.0,25244.0,11.0,1.14,1.42,80.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0
MAT_0263,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81.0,52.0,242.0,5.0,0.79,0.53,63.0,93.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0
MAT_0264,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,41.0,89.0,69350.0,13.0,1.06,1.46,72.0,83.0,7.0,9.0,8.0,11.28,62593.0,1284.0,90.0
MAT_0265,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,92.0,30.0,141.0,3.0,0.5,0.3,65.0,93.0,3.0,3.0,3.0,1.6,73892.0,525.0,85.0
MAT_0266,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,94,High,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0
MAT_0267,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,82,Medium,41.0,86.0,52150.0,13.0,0.92,1.42,76.0,78.0,9.0,8.0,8.0,12.72,59942.0,1268.0,90.0
MAT_0268,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48.0,93.0,33525.0,10.0,1.21,1.52,79.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0
MAT_0269,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,97,High,72.0,99.0,103598.0,8.0,3.56,2.97,85.0,76.0,9.0,9.0,9.0,24.62,21703.0,5063.0,90.0
MAT_0270,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,78.0,50.0,197.0,5.0,0.85,0.51,61.0,83.0,6.0,4.0,5.0,3.87,96646.0,743.0,87.0
MAT_0271,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,95,Medium,42.0,94.0,46640.0,12.0,0.98,1.5,74.0,75.0,9.0,9.0,7.0,11.69,54650.0,1189.0,88.0
MAT_0272,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,99.0,42997.0,10.0,1.15,1.52,78.0,82.0,7.0,7.0,6.0,14.94,48860.0,978.0,86.0
MAT_0273,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,98,High,77.0,46.0,169.0,4.0,0.72,0.52,61.0,87.0,5.0,3.0,4.0,2.82,96624.0,825.0,90.0
MAT_0274,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,77.0,53.0,153.0,5.0,0.85,0.5,60.0,84.0,5.0,4.0,4.0,2.83,101569.0,765.0,86.0
MAT_0275,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,44.0,87.0,35850.0,13.0,1.06,1.48,79.0,83.0,8.0,8.0,7.0,11.55,59371.0,1147.0,89.0
MAT_0276,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,50.0,96.0,40050.0,10.0,1.18,1.52,79.0,90.0,7.0,8.0,7.0,15.25,50106.0,1088.0,96.0
MAT_0277,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,81.0,50.0,209.0,5.0,0.73,0.51,64.0,91.0,5.0,4.0,4.0,3.06,99778.0,745.0,86.0
MAT_0278,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,40.0,92.0,60408.0,12.0,1.06,1.55,75.0,77.0,8.0,7.0,7.0,12.01,57077.0,1087.0,88.0
MAT_0279,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,50.0,96.0,25244.0,11.0,1.18,1.41,78.0,82.0,9.0,7.0,6.0,14.41,49673.0,995.0,86.0
MAT_0280,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,96,High,73.0,98.0,157790.0,7.0,3.67,3.02,83.0,72.0,8.0,10.0,9.0,24.33,20573.0,4938.0,91.0
MAT_0281,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78.0,50.0,197.0,6.0,0.85,0.5,59.0,83.0,4.0,4.0,5.0,3.87,96646.0,743.0,87.0
MAT_0282,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,50.0,95.0,30911.0,10.0,1.2,1.55,81.0,85.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0
MAT_0283,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,82.0,53.0,291.0,5.0,0.73,0.51,60.0,93.0,6.0,4.0,4.0,2.81,97201.0,880.0,85.0
MAT_0284,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,85,Medium,38.0,87.0,52407.0,12.0,0.92,1.52,78.0,81.0,8.0,9.0,8.0,12.45,56902.0,1222.0,97.0
MAT_0285,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,79.0,48.0,154.0,5.0,0.85,0.53,59.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0
MAT_0286,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,93.0,29304.0,10.0,1.12,1.52,79.0,83.0,8.0,7.0,7.0,15.11,51095.0,966.0,93.0
MAT_0287,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,250.0,5.0,0.72,0.47,62.0,90.0,5.0,5.0,4.0,3.39,100328.0,741.0,87.0
MAT_0288,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,88,Medium,41.0,89.0,69350.0,13.0,1.01,1.57,75.0,83.0,9.0,8.0,8.0,11.28,62593.0,1284.0,90.0
