Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability (%),Recyclability Category,Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%)
MAT_0232,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,88,29,133,3,0.52,0.29,66,98,2,2,3,1.76,75226,663,82
MAT_0233,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,41,86,52150,13,1.06,1.48,77,78,7,9,8,12.72,59942,1268,90
MAT_0234,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23,12,74533,25,1.99,1.52,32,60,7,8,6,1.5,30291,257,67
MAT_0235,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81,50,201,5,0.85,0.53,60,89,6,3,4,2.6,99953,717,85
MAT_0236,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,86,Medium,50,96,25270,11,1.15,1.56,76,82,8,8,7,14.28,48512,1065,95
MAT_0237,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77,46,169,5,0.78,0.5,58,87,6,4,5,2.82,96624,825,90
MAT_0238,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81,52,242,5,0.79,0.53,60,90,5,4,4,3.14,103063,782,88
MAT_0239,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,36,94,40250,13,0.92,1.52,79,78,9,9,6,11.84,60648,1118,96
MAT_0240,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,50,95,31940,10,1.17,1.46,83,86,7,7,7,14.41,47587,975,89
MAT_0241,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,48,93,33525,11,1.18,1.43,80,90,8,7,7,15.74,52785,1053,97
MAT_0242,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82,53,291,5,0.78,0.5,59,93,5,4,4,2.81,97201,880,85
MAT_0243,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,97,High,76,51,332,6,0.79,0.53,60,86,5,3,4,2.94,102220,740,84
MAT_0244,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,95,High,71,97,90587,8,3.58,3.15,83,76,8,9,8,25.43,21272,4976,93
MAT_0245,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,94,High,87,36,171,2,0.47,0.29,67,91,3,3,3,1.23,76655,523,78
MAT_0246,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,48,94,76964,10,1.15,1.52,75,82,9,7,6,14.65,49673,998,92
MAT_0247,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,87,Medium,44,87,35850,13,1.06,1.41,74,83,9,8,8,11.55,59371,1147,89
MAT_0248,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EMEA,73,Medium,30,12,31602,25,2.05,1.48,31,56,8,7,7,1.42,31018,171,70
MAT_0249,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,94,Medium,50,96,40050,10,1.21,1.53,79,90,8,7,6,15.25,50106,1088,96
MAT_0250,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,73,98,157790,8,3.48,2.8,85,73,9,10,10,24.33,20573,4938,91
MAT_0251,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77,48,250,6,0.72,0.48,61,90,4,4,5,3.39,100328,741,87
MAT_0252,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,88,29,133,2,0.5,0.3,66,98,1,3,2,1.76,75226,663,82
MAT_0253,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,92,Medium,48,99,42997,10,1.15,1.38,80,82,8,8,7,14.94,48860,978,86
MAT_0254,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78,47,157,5,0.76,0.49,61,90,6,3,4,2.77,100871,847,90
MAT_0255,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,47,97,33532,10,1.06,1.44,79,91,7,8,6,14.4,51174,959,97
MAT_0256,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,36,92,10935,13,0.95,1.56,76,81,8,7,7,12.59,62098,1250,91
MAT_0257,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76,51,332,6,0.73,0.5,60,86,5,4,4,2.94,102220,740,84
MAT_0258,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50,95,30911,10,1.21,1.5,81,85,9,7,6,14.68,52156,1010,95
MAT_0259,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,99,High,89,31,104,2,0.52,0.31,66,91,2,3,2,1.96,75069,637,79
MAT_0260,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,94,High,79,48,154,5,0.92,0.53,59,90,5,5,4,3.22,96860,862,86
MAT_0261,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EU,76,Medium,30,8,64044,25,2.14,1.44,32,60,9,7,7,1.18,27055,315,72
MAT_0262,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,50,96,25244,11,1.14,1.42,80,82,8,7,7,14.41,49673,995,86
MAT_0263,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81,52,242,5,0.79,0.53,63,93,6,3,5,3.14,103063,782,88
MAT_0264,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,41,89,69350,13,1.06,1.46,72,83,7,9,8,11.28,62593,1284,90
MAT_0265,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,92,30,141,3,0.5,0.3,65,93,3,3,3,1.6,73892,525,85
MAT_0266,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,94,High,79,48,154,5,0.92,0.51,60,90,6,3,4,3.22,96860,862,86
MAT_0267,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,82,Medium,41,86,52150,13,0.92,1.42,76,78,9,8,8,12.72,59942,1268,90
MAT_0268,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48,93,33525,10,1.21,1.52,79,90,8,7,7,15.74,52785,1053,97
MAT_0269,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,97,High,72,99,103598,8,3.56,2.97,85,76,9,9,9,24.62,21703,5063,90
MAT_0270,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,78,50,197,5,0.85,0.51,61,83,6,4,5,3.87,96646,743,87
MAT_0271,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,95,Medium,42,94,46640,12,0.98,1.5,74,75,9,9,7,11.69,54650,1189,88
MAT_0272,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48,99,42997,10,1.15,1.52,78,82,7,7,6,14.94,48860,978,86
MAT_0273,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,98,High,77,46,169,4,0.72,0.52,61,87,5,3,4,2.82,96624,825,90
MAT_0274,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,77,53,153,5,0.85,0.5,60,84,5,4,4,2.83,101569,765,86
MAT_0275,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,44,87,35850,13,1.06,1.48,79,83,8,8,7,11.55,59371,1147,89
MAT_0276,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,50,96,40050,10,1.18,1.52,79,90,7,8,7,15.25,50106,1088,96
MAT_0277,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,81,50,209,5,0.73,0.51,64,91,5,4,4,3.06,99778,745,86
MAT_0278,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,40,92,60408,12,1.06,1.55,75,77,8,7,7,12.01,57077,1087,88
MAT_0279,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,50,96,25244,11,1.18,1.41,78,82,9,7,6,14.41,49673,995,86
MAT_0280,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,96,High,73,98,157790,7,3.67,3.02,83,72,8,10,9,24.33,20573,4938,91
MAT_0281,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78,50,197,6,0.85,0.5,59,83,4,4,5,3.87,96646,743,87
MAT_0282,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,50,95,30911,10,1.2,1.55,81,85,7,7,6,14.68,52156,1010,95
MAT_0283,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,82,53,291,5,0.73,0.51,60,93,6,4,4,2.81,97201,880,85
MAT_0284,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,85,Medium,38,87,52407,12,0.92,1.52,78,81,8,9,8,12.45,56902,1222,97
MAT_0285,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,79,48,154,5,0.85,0.53,59,90,5,3,3,3.22,96860,862,86
MAT_0286,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48,93,29304,10,1.12,1.52,79,83,8,7,7,15.11,51095,966,93
MAT_0287,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77,48,250,5,0.72,0.47,62,90,5,5,4,3.39,100328,741,87
MAT_0288,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,88,Medium,41,89,69350,13,1.01,1.57,75,83,9,8,8,11.28,62593,1284,90
MAT_0289,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,78,47,157,5,0.92,0.52,61,90,4,3,3,2.77,100871,847,90
MAT_0290,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,87,Medium,47,93,33532,11,1.15,1.5,82,91,7,8,6,14.4,51174,959,97
MAT_0291,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,82,Medium,41,86,52150,12,1.07,1.48,76,78,7,9,8,12.72,59942,1268,90
MAT_0292,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,81,50,201,6,0.73,0.53,60,89,5,3,3,2.6,99953,717,85
MAT_0293,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,88,Medium,49,94,76964,10,1.19,1.4,75,82,8,7,6,14.65,49673,998,92
MAT_0294,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,97,High,76,51,332,5,0.79,0.5,60,86,6,4,5,2.94,102220,740,84
MAT_0295,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,44,87,35850,13,1.08,1.48,79,83,9,8,8,11.55,59371,1147,89
MAT_0296,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,85,Medium,48,93,29304,11,1.12,1.5,81,83,7,7,7,15.11,51095,966,93
MAT_0297,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,82,53,291,5,0.73,0.53,60,93,4,4,4,2.81,97201,880,85
MAT_0298,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,95,Medium,42,94,46640,12,0.92,1.5,74,75,8,8,8,11.69,54650,1189,88
MAT_0299,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,85,Medium,50,96,40050,10,1.21,1.44,79,90,9,7,6,15.25,50106,1088,96
MAT_0300,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,99,High,78,50,197,5,0.77,0.49,61,83,6,3,4,3.87,96646,743,87
MAT_0301,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,85,Medium,38,87,52407,12,1.01,1.43,75,81,9,8,7,12.45,56902,1222,97
MAT_0302,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,48,99,42997,11,1.22,1.52,80,82,7,8,6,14.94,48860,978,86
MAT_0303,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77,46,169,5,0.85,0.52,65,87,4,4,5,2.82,96624,825,90
MAT_0304,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,82,Medium,40,92,60408,12,1,1.53,74,77,9,8,8,12.01,57077,1087,88
MAT_0305,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,50,95,30911,11,1.15,1.5,82,85,8,7,7,14.68,52156,1010,95
MAT_0306,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78,47,157,5,0.72,0.51,61,90,5,3,3,2.77,100871,847,90
MAT_0307,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,88,Medium,36,94,40250,12,0.96,1.45,77,78,9,9,6,11.84,60648,1118,96
MAT_0308,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,87,Medium,49,94,76964,10,1.19,1.48,75,82,8,9,7,14.65,49673,998,92
MAT_0309,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,81,50,209,6,0.79,0.51,60,91,4,4,4,3.06,99778,745,86
MAT_0310,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,47,97,33532,11,1.06,1.47,81,91,9,8,7,14.4,51174,959,97
MAT_0311,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,79,48,154,5,0.85,0.51,60,90,6,3,5,3.22,96860,862,86
MAT_0312,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,85,Medium,48,93,29304,11,1.18,1.36,81,83,9,8,6,15.11,51095,966,93
MAT_0313,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,82,53,291,5,0.78,0.5,60,93,5,3,3,2.81,97201,880,85
MAT_0314,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,95,Medium,48,96,25244,11,1.18,1.49,79,82,7,8,7,14.41,49673,995,86
MAT_0315,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,97,High,76,51,332,6,0.73,0.52,62,86,5,5,4,2.94,102220,740,84
MAT_0316,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,88,Medium,50,96,40050,11,1.21,1.47,80,90,8,7,6,15.25,50106,1088,96
MAT_0317,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81,52,242,5,0.79,0.5,60,90,5,3,4,3.14,103063,782,88
MAT_0318,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,85,Medium,50,97,32911,10,1.2,1.55,81,90,9,8,7,14.55,46054,1003,100
MAT_0319,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,98,High,77,46,169,4,0.78,0.51,60,87,6,3,3,2.82,96624,825,90
MAT_0320,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,50,95,30911,10,1.15,1.46,79,85,8,8,7,14.68,52156,1010,95
MAT_0321,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78,50,197,5,0.85,0.49,60,83,5,4,4,3.87,96646,743,87
MAT_0322,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48,99,42997,11,1.15,1.46,78,82,8,8,7,14.94,48860,978,86
MAT_0323,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,78,47,157,5,0.92,0.5,61,90,5,3,5,2.77,100871,847,90
MAT_0324,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,47,93,33532,10,1.06,1.4,81,91,7,8,6,14.4,51174,959,97
MAT_0325,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,99,High,81,50,209,6,0.79,0.53,60,91,5,4,4,3.06,99778,745,86
MAT_0326,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,49,94,76964,10,1.21,1.52,75,82,7,8,7,14.65,49673,998,92
MAT_0327,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,94,High,79,48,154,5,0.92,0.5,59,90,6,3,4,3.22,96860,862,86
MAT_0328,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,85,Medium,48,93,29304,11,1.12,1.55,81,83,8,7,7,15.11,51095,966,93
MAT_0329,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,76,51,332,6,0.79,0.51,62,86,5,3,4,2.94,102220,740,84
MAT_0330,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,50,96,40050,11,1.15,1.53,80,90,8,7,7,15.25,50106,1088,96
MAT_0331,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,99,High,82,53,291,5,0.73,0.5,60,93,5,4,4,2.81,97201,880,85
MAT_0332,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,95,Medium,48,96,25244,11,1.21,1.5,78,82,7,8,6,14.41,49673,995,86
MAT_0333,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77,46,169,4,0.72,0.53,60,87,6,3,5,2.82,96624,825,90
MAT_0334,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,47,97,33532,10,1.15,1.48,82,91,9,7,6,14.4,51174,959,97
MAT_0335,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,96,High,78,50,197,5,0.77,0.47,60,83,5,5,3,3.87,96646,743,87
MAT_0336,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50,95,30911,11,1.2,1.37,81,85,9,9,7,14.68,52156,1010,95
MAT_0337,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,78,47,157,5,0.76,0.5,60,90,5,3,4,2.77,100871,847,90
MAT_0338,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,94,Medium,50,96,40050,11,1.18,1.42,79,90,7,7,7,15.25,50106,1088,96
MAT_0339,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,94,High,79,48,154,5,0.85,0.53,59,90,5,3,3,3.22,96860,862,86
MAT_0340,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,85,Medium,48,93,29304,11,1.18,1.52,81,83,7,9,6,15.11,51095,966,93
MAT_0341,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,97,High,76,51,332,6,0.79,0.5,60,86,5,4,4,2.94,102220,740,84
MAT_0342,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48,99,42997,10,1.21,1.48,76,82,8,7,7,14.94,48860,978,86
MAT_0343,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,82,53,291,5,0.78,0.51,60,93,5,4,4,2.81,97201,880,85
MAT_0344,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,47,97,33532,10,1.15,1.5,82,91,9,7,6,14.4,51174,959,97
MAT_0345,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,78,50,197,5,0.77,0.48,61,83,6,3,5,3.87,96646,743,87
MAT_0346,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,49,94,76964,10,1.19,1.46,75,82,8,8,7,14.65,49673,998,92
MAT_0347,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,77,46,169,4,0.72,0.51,62,87,5,3,3,2.82,96624,825,90
MAT_0348,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,48,96,25244,11,1.14,1.43,80,82,8,8,7,14.41,49673,995,86
