material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level
476.0,PLA Clamshell - Two-compartment,50.0,10.0,78.0,0.56,68.0,123.0,Meals,Estimate,Medium
477.0,PLA Clamshell - Three-compartment,52.0,11.0,78.0,0.58,68.0,125.0,Meals,Estimate,Medium
478.0,PLA Clamshell - Snack,48.0,9.0,82.0,0.54,70.0,118.0,Snacks,Estimate,Medium
479.0,PLA Clamshell - Bakery Large,49.0,9.0,80.0,0.53,70.0,120.0,Bakery,Estimate,Medium
480.0,PLA Clamshell - Small Portion,47.0,8.0,85.0,0.51,70.0,116.0,Small Meals,Estimate,Medium
481.0,Recycled Cardboard Box - Wine Shipper,18.0,20.0,5.0,0.85,95.0,45.0,Wine Packs,Estimate,Medium
482.0,Recycled Cardboard Box - Book Shipper,15.0,15.0,5.0,0.8,95.0,40.0,Books,Estimate,Medium
483.0,Recycled Cardboard Box - Apparel Shipper,14.0,12.0,5.0,0.78,95.0,39.0,Apparel,Estimate,Medium
484.0,Recycled Cardboard Box - Electronics Shipper,17.0,18.0,5.0,0.83,95.0,44.0,Electronics,Estimate,Medium
485.0,Recycled Cardboard Box - Grocery Shipper,16.0,16.0,5.0,0.82,95.0,42.0,Grocery,Estimate,Medium
486.0,Bamboo Fiber Cup,14.0,9.0,90.0,0.45,78.0,65.0,Hot/Cold Cups,Estimate,Medium
487.0,Bamboo Fiber Bowl,15.0,10.0,88.0,0.46,78.0,68.0,Bowls,Estimate,Medium
488.0,Bamboo Fiber Plate - Large,16.0,10.0,88.0,0.47,78.0,70.0,Plates,Estimate,Medium
489.0,Bamboo Fiber Plate - Small,14.0,8.0,90.0,0.44,80.0,63.0,Plates,Estimate,Medium
490.0,Bamboo Fiber Tray,17.0,11.0,88.0,0.48,75.0,72.0,Trays,Estimate,Medium
491.0,Hemp Fiber Sack,22.0,14.0,90.0,0.4,80.0,85.0,Bulk Sacks,Estimate,Medium
492.0,Hemp Fiber Board,24.0,15.0,85.0,1.1,70.0,95.0,Boards,Estimate,Medium
493.0,Hemp Fiber Molded Shell,21.0,13.0,88.0,1.0,75.0,92.0,Protective Shells,Estimate,Medium
494.0,Hemp Paper - Thin,7.0,5.0,90.0,0.38,80.0,60.0,Print Wrap,Estimate,Medium
495.0,Hemp Paper - Board,12.0,8.0,90.0,0.4,82.0,68.0,Cartons,Estimate,Medium
496.0,Mushroom Mycelium Tray,9.0,6.0,98.0,0.32,60.0,82.0,Trays,Estimate,Medium
497.0,Mushroom Mycelium Bottle Protector,10.0,7.0,98.0,0.33,60.0,85.0,Bottle Packs,Estimate,Medium
498.0,Mushroom Mycelium Electronics Pack,11.0,8.0,98.0,0.34,60.0,88.0,Electronics,Estimate,Medium
499.0,Mushroom Mycelium Box Insert,8.0,5.0,98.0,0.31,60.0,80.0,General Packaging,Estimate,Medium
500.0,Mushroom Mycelium Block - Heavy,12.0,9.0,96.0,0.36,60.0,90.0,Heavy Goods,Estimate,Medium
501.0,Seaweed Bioplastic - Snack Film,27.0,7.0,88.0,0.41,65.0,102.0,Snacks,Estimate,Medium
502.0,Seaweed Bioplastic - Standup Pouch,29.0,8.0,85.0,0.43,65.0,108.0,Snacks,Estimate,Medium
503.0,Seaweed Bioplastic - Bottle Coating,24.0,6.0,90.0,0.4,65.0,98.0,Bottle Lining,Estimate,Medium
504.0,Seaweed Bioplastic - Blister Form,31.0,9.0,82.0,0.46,60.0,112.0,Blisters,Estimate,Medium
505.0,Seaweed Bioplastic - Adhesive Film,26.0,7.0,88.0,0.42,65.0,104.0,Labels,Estimate,Medium
506.0,Paper Honeycomb Door Filler,21.0,30.0,80.0,1.2,80.0,85.0,Interior Doors,Estimate,Medium
507.0,Paper Honeycomb Edge Filler,19.0,24.0,80.0,1.1,80.0,78.0,Furniture,Estimate,Medium
508.0,Paper Honeycomb Pallet Top,22.0,28.0,78.0,1.25,78.0,88.0,Pallet Top,Estimate,Medium
509.0,Paper Honeycomb Core Panel,23.0,32.0,78.0,1.3,75.0,90.0,Sandwich Panels,Estimate,Medium
510.0,Recycled Paper Honeycomb Pallet,20.0,26.0,80.0,1.0,85.0,82.0,Pallet,Estimate,Medium
511.0,Bio-PE Cap,60.0,14.0,10.0,1.6,75.0,145.0,Bottle Caps,Estimate,Medium
512.0,Bio-PE Bottle,55.0,15.0,15.0,1.5,75.0,140.0,Bottles,Estimate,Medium
513.0,Bio-PE Pouch Film,48.0,13.0,20.0,1.4,75.0,135.0,Pouches,Estimate,Medium
514.0,Bio-PE Shrink Hood,50.0,14.0,20.0,1.45,75.0,138.0,Pallet Hoods,Estimate,Medium
515.0,Bio-PE Liner Bag,45.0,12.0,25.0,1.35,78.0,132.0,Liners,Estimate,Medium
516.0,Paper-PLA Cup,18.0,10.0,60.0,1.0,75.0,120.0,Hot Cups,Literature,High
517.0,Paper-PLA Bowl,19.0,11.0,60.0,1.05,75.0,122.0,Bowls,Estimate,Medium
518.0,Paper-PE Cup,20.0,12.0,5.0,2.4,65.0,90.0,Hot Cups,Literature,High
519.0,Paper-BioPE Cup,19.0,11.0,30.0,1.7,70.0,110.0,Hot Cups,Estimate,Medium
520.0,Paper-PLA Lid,17.0,9.0,60.0,0.95,75.0,115.0,Lids,Estimate,Medium
521.0,FSC Virgin Cardboard,16.0,15.0,5.0,1.14,92.0,46.0,General Packaging,Literature,High
522.0,FSC Recycled Cardboard,16.0,15.0,5.0,0.82,96.0,41.0,General Packaging,Literature,High
523.0,FSC Virgin Paper,5.0,5.0,5.0,0.9,87.0,36.0,Light Packaging,Literature,High
524.0,FSC Recycled Paper,5.0,5.0,5.0,0.6,92.0,31.0,Light Packaging,Literature,High
525.0,FSC Corrugated Board,16.0,20.0,5.0,1.18,94.0,49.0,Shipping,Literature,High
526.0,FSC Molded Fiber,10.0,6.0,85.0,0.5,80.0,56.0,Electronics,Literature,High
527.0,Low-carbon Virgin Cardboard,15.0,15.0,5.0,0.9,90.0,48.0,General Packaging,Estimate,Medium
528.0,Low-carbon Recycled Cardboard,15.0,15.0,5.0,0.7,95.0,43.0,General Packaging,Estimate,Medium
529.0,Low-carbon Virgin Paper,5.0,5.0,5.0,0.75,85.0,38.0,Light Packaging,Estimate,Medium
530.0,Low-carbon Recycled Paper,5.0,5.0,5.0,0.5,92.0,33.0,Light Packaging,Estimate,Medium
531.0,CO2-optimized PLA,50.0,10.0,80.0,0.4,70.0,130.0,Food Packaging,Estimate,Medium
532.0,CO2-optimized Compostable Film,35.0,8.0,85.0,0.45,70.0,120.0,Food Packaging,Estimate,Medium
533.0,Recycled High-Strength PET,65.0,16.0,1.0,1.7,80.0,95.0,High Strength Packs,Estimate,Medium
534.0,Recycled High-Strength Cardboard,18.0,20.0,5.0,0.85,95.0,47.0,Heavy Boxes,Estimate,Medium
535.0,High-recycled Corrugated,16.0,20.0,5.0,0.9,98.0,46.0,Shipping,Estimate,Medium
536.0,Recycled Bagasse Board,14.0,9.0,88.0,0.38,82.0,52.0,Food Trays,Estimate,Medium
537.0,Recycled Molded Fiber,10.0,6.0,88.0,0.45,80.0,53.0,Cushioning,Estimate,Medium
538.0,Recycled Glass Bottle,90.0,25.0,0.0,2.0,98.0,115.0,Drinks,Estimate,Medium
539.0,Recycled Steel Can,80.0,22.0,0.0,4.0,95.0,95.0,Foods,Estimate,Medium
540.0,Closed-loop PET Bottle,60.0,18.0,1.0,1.5,90.0,100.0,Beverages,Estimate,Medium
541.0,Closed-loop Cardboard Box,16.0,16.0,5.0,0.7,98.0,45.0,E-commerce,Estimate,Medium
542.0,Closed-loop Paper Mailer,14.0,8.0,80.0,0.6,98.0,40.0,Mailers,Estimate,Medium
543.0,Closed-loop HDPE Bottle,65.0,18.0,1.0,2.0,80.0,88.0,Personal Care,Estimate,Medium
544.0,Closed-loop PP Container,55.0,16.0,1.0,1.9,70.0,78.0,Food Packs,Estimate,Medium
545.0,Paper-Clay Mix Cup,16.0,9.0,80.0,1.2,70.0,75.0,Hot Cups,Estimate,Medium
546.0,Paper-Bagasse Mix Board,17.0,10.0,85.0,1.0,75.0,70.0,Cartons,Estimate,Medium
547.0,Paper-Wheat Straw Mix Board,16.0,9.0,87.0,0.95,78.0,68.0,Cartons,Estimate,Medium
548.0,Paper-Rice Husk Mix Board,17.0,10.0,85.0,1.0,75.0,72.0,Cartons,Estimate,Medium
549.0,Paper-Kenaf Mix Board,18.0,11.0,83.0,1.05,72.0,74.0,Cartons,Estimate,Medium
550.0,Algae-based Bioplastic,40.0,9.0,85.0,0.45,65.0,110.0,Food Packs,Estimate,Medium
551.0,Algae-based Film,35.0,8.0,88.0,0.42,68.0,105.0,Snacks,Estimate,Medium
552.0,Algae-based Rigid Tray,42.0,10.0,80.0,0.48,65.0,115.0,Trays,Estimate,Medium
553.0,Algae-based Coating,30.0,7.0,90.0,0.4,70.0,100.0,Paper Coating,Estimate,Medium
554.0,Algae-based Laminate,38.0,9.0,82.0,0.46,65.0,112.0,Snacks,Estimate,Medium
555.0,Recycled Textile Padding,12.0,8.0,85.0,0.6,70.0,50.0,Padding,Estimate,Medium
556.0,Recycled Denim Padding,14.0,9.0,88.0,0.65,68.0,55.0,Padding,Estimate,Medium
557.0,Recycled Wool Padding,16.0,10.0,90.0,0.7,72.0,60.0,Insulating Packs,Estimate,Medium
558.0,Bio-based Polyester Padding,15.0,9.0,30.0,1.8,50.0,75.0,Insulating Packs,Estimate,Medium
559.0,Cellulose Fiber Padding,10.0,7.0,90.0,0.8,80.0,55.0,Padding,Estimate,Medium
560.0,Recycled PET Fiber Padding,16.0,10.0,1.0,1.6,70.0,65.0,Padding,Estimate,Medium
561.0,Low-density EPS,10.0,8.0,0.0,4.5,10.0,35.0,Protective,Estimate,Medium
562.0,High-density EPS,20.0,14.0,0.0,5.5,10.0,45.0,Protective,Estimate,Medium
563.0,Graphite EPS,22.0,15.0,0.0,6.0,10.0,50.0,Insulating,Estimate,Medium
564.0,PLA-EPS Hybrid Foam,18.0,12.0,40.0,3.0,30.0,70.0,Protective,Estimate,Medium
565.0,Compostable Foam from PLA-Starch,15.0,10.0,80.0,1.5,50.0,80.0,Protective,Estimate,Medium
566.0,Paper-starch Loose Fill,9.0,7.0,90.0,0.8,75.0,60.0,Loose Fill,Estimate,Medium
567.0,Bio-based PU Foam High,18.0,12.0,30.0,3.3,40.0,95.0,Protective,Estimate,Medium
568.0,Waste-paper Molded Inserts,9.0,6.0,85.0,0.7,85.0,45.0,Inserts,Estimate,Medium
569.0,Recycled Newsprint Molded Inserts,8.0,5.0,85.0,0.6,90.0,40.0,Inserts,Estimate,Medium
570.0,Thin Recycled Glass Sheet,50.0,12.0,0.0,1.8,98.0,130.0,Display,Estimate,Medium
571.0,Thick Recycled Glass Sheet,70.0,18.0,0.0,2.2,98.0,145.0,Display,Estimate,Medium
572.0,Recycled Glass Microsphere Filler,60.0,10.0,0.0,1.5,98.0,120.0,Filler,Estimate,Medium
573.0,Glass-particulate Filled PP,65.0,16.0,1.0,3.0,40.0,90.0,Durables,Estimate,Medium
574.0,Glass-particulate Filled PLA,60.0,14.0,70.0,1.2,60.0,130.0,Durables,Estimate,Medium
575.0,Wood-plastic Composite (WPC),50.0,20.0,10.0,2.5,40.0,80.0,Pallet Decks,Estimate,Medium
576.0,Recycled WPC,50.0,20.0,10.0,2.0,50.0,75.0,Pallet Decks,Estimate,Medium
577.0,Paper-based Edge Protector,18.0,14.0,80.0,1.0,85.0,60.0,Edge Protection,Estimate,Medium
578.0,Recycled Paper-based Edge Protector,18.0,14.0,82.0,0.9,90.0,55.0,Edge Protection,Estimate,Medium
579.0,Virgin Plastic Edge Protector (PP),55.0,20.0,1.0,2.5,30.0,50.0,Edge Protection,Estimate,Medium
580.0,Recycled Plastic Edge Protector (PP),55.0,20.0,1.0,1.9,50.0,48.0,Edge Protection,Estimate,Medium
581.0,Paper-based Corner Board,16.0,12.0,80.0,0.95,88.0,55.0,Corner Protection,Estimate,Medium
582.0,Recycled Paper-based Corner Board,16.0,12.0,82.0,0.85,92.0,50.0,Corner Protection,Estimate,Medium
583.0,Bio-based Corner Protector,20.0,14.0,35.0,1.7,60.0,80.0,Corner Protection,Estimate,Medium
584.0,Paper-organic Fiber Board,18.0,13.0,85.0,1.0,75.0,70.0,Boards,Estimate,Medium
585.0,Recycled Paper-organic Fiber Board,18.0,13.0,88.0,0.9,80.0,65.0,Boards,Estimate,Medium
586.0,Virgin Cardboard - Pharma Folding Box,15.0,12.0,5.0,1.1,90.0,45.0,Pharma,Estimate,Medium
587.0,Recycled Cardboard - Pharma Folding Box,15.0,12.0,5.0,0.8,95.0,40.0,Pharma,Estimate,Medium
588.0,Virgin Paper - Pharma Leaflet,5.0,4.0,5.0,0.9,85.0,35.0,Pharma Inserts,Estimate,Medium
589.0,Recycled Paper - Pharma Leaflet,5.0,4.0,5.0,0.6,90.0,30.0,Pharma Inserts,Estimate,Medium
590.0,Blister Pack PET-Alu,65.0,18.0,1.0,7.0,30.0,160.0,Pharma,Literature,High
591.0,Blister Pack PVC-Alu,60.0,16.0,1.0,8.0,10.0,120.0,Pharma,Literature,High
592.0,Recyclable Blister PET-PET,65.0,18.0,1.0,3.0,40.0,150.0,Pharma,Estimate,Medium
593.0,Paper Blister with PLA Window,30.0,12.0,70.0,1.2,70.0,140.0,Pharma,Estimate,Medium
594.0,Paper Blister with Cellulose Window,28.0,11.0,80.0,1.0,72.0,135.0,Pharma,Estimate,Medium
595.0,Paper-stick Pack,15.0,8.0,75.0,0.9,85.0,50.0,Stick Packs,Estimate,Medium
596.0,Plastic-stick Pack (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Stick Packs,Estimate,Medium
597.0,Bio-based-stick Pack,40.0,10.0,40.0,1.8,50.0,90.0,Stick Packs,Estimate,Medium
598.0,Recyclable Mono-PE Stick Pack,45.0,11.0,1.0,2.5,50.0,85.0,Stick Packs,Estimate,Medium
599.0,Recycled Mono-PE Stick Pack,45.0,11.0,1.0,1.9,65.0,80.0,Stick Packs,Estimate,Medium
600.0,Virgin PP Rigid Cup,50.0,13.0,1.0,2.6,40.0,75.0,Food Cups,Literature,High
601.0,Recycled PP Rigid Cup,50.0,13.0,1.0,1.9,55.0,72.0,Food Cups,Estimate,Medium
602.0,Virgin HIPS Cup,45.0,12.0,1.0,3.0,10.0,65.0,Dairy Cups,Literature,High
603.0,Recycled HIPS Cup,45.0,12.0,1.0,2.1,30.0,60.0,Dairy Cups,Estimate,Medium
604.0,PLA Rigid Cup,50.0,10.0,80.0,0.6,70.0,120.0,Dairy Cups,Estimate,Medium
605.0,Paper Cup with Bio-liner,18.0,9.0,60.0,1.1,75.0,115.0,Dairy Cups,Estimate,Medium
606.0,Paper-seeded Insert (Plantable),5.0,3.0,95.0,0.5,80.0,80.0,Gift Inserts,Estimate,Medium
607.0,Seeded Paper Tag,4.0,2.0,95.0,0.45,80.0,75.0,Tags,Estimate,Medium
608.0,Seeded Cardboard,10.0,6.0,90.0,0.8,80.0,85.0,Gift Boxes,Estimate,Medium
609.0,Wood Tag,25.0,5.0,60.0,1.5,60.0,70.0,Tags,Estimate,Medium
610.0,Bamboo Tag,22.0,4.0,85.0,0.9,70.0,80.0,Tags,Estimate,Medium
611.0,Virgin Cardboard - Cold Chain Box,18.0,18.0,5.0,1.2,90.0,52.0,Cold Chain,Literature,High
612.0,Recycled Cardboard - Cold Chain Box,18.0,18.0,5.0,0.82,95.0,48.0,Cold Chain,Estimate,Medium
613.0,PU Insulated Cold Chain Box,30.0,40.0,0.0,4.0,30.0,150.0,Cold Chain,Estimate,Medium
614.0,EPS Insulated Cold Chain Box,20.0,30.0,0.0,5.0,10.0,70.0,Cold Chain,Literature,High
615.0,Vacuum Insulated Panel Insert,50.0,50.0,0.0,15.0,80.0,300.0,Cold Chain,Estimate,Medium
616.0,Gel Pack - Reusable,5.0,5.0,0.0,4.0,0.0,200.0,Cold Chain,Estimate,Medium
617.0,Paper-based Gel Pack Pouch,6.0,5.0,80.0,1.0,80.0,80.0,Cold Chain,Estimate,Medium
618.0,Bio-gel Pack,5.0,5.0,50.0,3.0,0.0,180.0,Cold Chain,Estimate,Medium
619.0,Recycled Plastic Gel Pack Pouch,6.0,5.0,1.0,2.0,60.0,70.0,Cold Chain,Estimate,Medium
620.0,Compostable Gel Pack Pouch,6.0,5.0,85.0,0.8,65.0,90.0,Cold Chain,Estimate,Medium
621.0,Virgin Cardboard - Returnable Tray,18.0,16.0,5.0,1.14,88.0,50.0,Return Systems,Estimate,Medium
622.0,Recycled Cardboard - Returnable Tray,18.0,16.0,5.0,0.8,93.0,46.0,Return Systems,Estimate,Medium
623.0,PP Returnable Tray,60.0,20.0,1.0,2.5,40.0,80.0,Return Systems,Estimate,Medium
624.0,Recycled PP Returnable Tray,60.0,20.0,1.0,1.9,55.0,76.0,Return Systems,Estimate,Medium
625.0,HDPE Crate,70.0,25.0,1.0,3.0,50.0,90.0,Return Systems,Literature,High
626.0,Recycled HDPE Crate,70.0,25.0,1.0,2.2,65.0,85.0,Return Systems,Estimate,Medium
627.0,Steel Returnable Crate,80.0,30.0,0.0,7.0,90.0,150.0,Return Systems,Estimate,Medium
628.0,Aluminum Returnable Crate,75.0,28.0,1.0,10.0,90.0,180.0,Return Systems,Estimate,Medium
629.0,Paper-based Dunnage,12.0,8.0,85.0,0.8,90.0,50.0,Dunnage,Estimate,Medium
630.0,Recycled Paper-based Dunnage,12.0,8.0,88.0,0.6,92.0,48.0,Dunnage,Estimate,Medium
631.0,Textile-based Dunnage,20.0,10.0,60.0,1.5,50.0,70.0,Dunnage,Estimate,Medium
632.0,Plastic-based Dunnage,50.0,15.0,1.0,3.0,30.0,60.0,Dunnage,Estimate,Medium
633.0,Recycled Plastic-based Dunnage,50.0,15.0,1.0,2.0,50.0,58.0,Dunnage,Estimate,Medium
634.0,PLA-based Dunnage,40.0,12.0,80.0,0.8,60.0,90.0,Dunnage,Estimate,Medium
635.0,Corrugated Plastic Sheet (PP),50.0,18.0,1.0,2.5,30.0,65.0,Layer Pads,Estimate,Medium
636.0,Recycled Corrugated Plastic Sheet,50.0,18.0,1.0,1.9,50.0,62.0,Layer Pads,Estimate,Medium
637.0,Paper-based Layer Pad,20.0,16.0,80.0,1.1,85.0,55.0,Layer Pads,Estimate,Medium
638.0,Recycled Paper-based Layer Pad,20.0,16.0,82.0,0.9,90.0,50.0,Layer Pads,Estimate,Medium
639.0,Plastic Pallet Top Sheet,35.0,12.0,1.0,2.5,30.0,55.0,Pallet Top,Estimate,Medium
640.0,Recycled Plastic Pallet Top Sheet,35.0,12.0,1.0,1.8,50.0,52.0,Pallet Top,Estimate,Medium
641.0,Paper Pallet Top Sheet,15.0,10.0,80.0,0.8,90.0,45.0,Pallet Top,Estimate,Medium
642.0,Recycled Paper Pallet Top Sheet,15.0,10.0,82.0,0.6,92.0,40.0,Pallet Top,Estimate,Medium
643.0,Virgin Cardboard - Retail Ready,16.0,14.0,5.0,1.1,90.0,46.0,Retail Ready,Estimate,Medium
644.0,Recycled Cardboard - Retail Ready,16.0,14.0,5.0,0.8,95.0,42.0,Retail Ready,Estimate,Medium
645.0,Virgin Cardboard - Display Ready,15.0,13.0,5.0,1.1,88.0,45.0,Displays,Estimate,Medium
646.0,Recycled Cardboard - Display Ready,15.0,13.0,5.0,0.78,93.0,40.0,Displays,Estimate,Medium
647.0,Plastic Shelf-ready Tray (PET),60.0,15.0,1.0,3.0,40.0,80.0,Retail Ready,Estimate,Medium
648.0,Recycled Plastic Shelf-ready Tray (rPET),60.0,15.0,1.0,1.9,60.0,82.0,Retail Ready,Estimate,Medium
649.0,Paper-based Shelf-ready Tray,18.0,14.0,80.0,1.0,85.0,55.0,Retail Ready,Estimate,Medium
650.0,Recycled Paper-based Shelf-ready Tray,18.0,14.0,82.0,0.8,90.0,50.0,Retail Ready,Estimate,Medium
651.0,Virgin Cardboard - Luxury Box,18.0,15.0,5.0,1.2,85.0,60.0,Luxury Packaging,Estimate,Medium
652.0,Recycled Cardboard - Luxury Box,18.0,15.0,5.0,0.9,90.0,55.0,Luxury Packaging,Estimate,Medium
653.0,Rigid Board - Luxury (Paper-based),22.0,18.0,5.0,1.4,80.0,80.0,Luxury Packaging,Estimate,Medium
654.0,Recycled Rigid Board - Luxury,22.0,18.0,5.0,1.1,85.0,75.0,Luxury Packaging,Estimate,Medium
655.0,Textile-covered Rigid Board,24.0,18.0,60.0,1.6,70.0,95.0,Luxury Packaging,Estimate,Medium
656.0,Wooden Gift Box,28.0,20.0,60.0,2.8,60.0,110.0,Luxury Packaging,Estimate,Medium
657.0,Bamboo Gift Box,26.0,18.0,80.0,1.5,70.0,105.0,Luxury Packaging,Estimate,Medium
658.0,Metal Tin Gift Box,40.0,20.0,1.0,6.0,90.0,120.0,Luxury Packaging,Estimate,Medium
659.0,Recycled Metal Tin Gift Box,40.0,20.0,1.0,4.0,95.0,110.0,Luxury Packaging,Estimate,Medium
660.0,Glass Gift Jar,80.0,18.0,0.0,2.4,95.0,115.0,Luxury Packaging,Estimate,Medium
661.0,Compostable Window Carton (PLA),18.0,12.0,80.0,0.9,70.0,95.0,Window Boxes,Estimate,Medium
662.0,Compostable Window Carton (Cellulose),17.0,11.0,85.0,0.85,72.0,92.0,Window Boxes,Estimate,Medium
663.0,Recycled Window Carton (PET Window),18.0,12.0,1.0,2.0,70.0,85.0,Window Boxes,Estimate,Medium
664.0,Paperboard Window Carton (No Plastic),16.0,11.0,80.0,1.0,85.0,80.0,Window Boxes,Estimate,Medium
665.0,Virgin Cardboard - Electronics Inner Box,17.0,14.0,5.0,1.16,90.0,48.0,Electronics,Literature,High
666.0,Recycled Cardboard - Electronics Inner Box,17.0,14.0,5.0,0.84,95.0,44.0,Electronics,Estimate,Medium
667.0,Molded Fiber Electronics Inner Tray,11.0,7.0,85.0,0.5,80.0,55.0,Electronics,Estimate,Medium
668.0,Anti-static Plastic Electronics Tray (PS),50.0,15.0,1.0,3.5,10.0,75.0,Electronics,Literature,High
669.0,Recycled Anti-static Plastic Electronics Tray,50.0,15.0,1.0,2.5,30.0,70.0,Electronics,Estimate,Medium
670.0,ESD Foam Insert,18.0,12.0,0.0,4.0,20.0,90.0,Electronics,Literature,High
671.0,Recycled ESD Foam Insert,18.0,12.0,0.0,3.0,40.0,85.0,Electronics,Estimate,Medium
672.0,Paper-based ESD Insert,14.0,9.0,80.0,1.0,70.0,65.0,Electronics,Estimate,Medium
673.0,Conductive Plastic Bag,45.0,10.0,1.0,3.0,30.0,60.0,Electronics,Estimate,Medium
674.0,Recycled Conductive Plastic Bag,45.0,10.0,1.0,2.2,50.0,58.0,Electronics,Estimate,Medium
675.0,Paper-based Conductive Bag,15.0,7.0,75.0,1.1,70.0,70.0,Electronics,Estimate,Medium
676.0,Virgin Cardboard - Food Sleeve,15.0,10.0,5.0,1.1,90.0,44.0,Food,Estimate,Medium
677.0,Recycled Cardboard - Food Sleeve,15.0,10.0,5.0,0.8,95.0,40.0,Food,Estimate,Medium
678.0,Virgin Cardboard - Bakery Box,16.0,12.0,5.0,1.12,90.0,46.0,Bakery,Estimate,Medium
679.0,Recycled Cardboard - Bakery Box,16.0,12.0,5.0,0.82,95.0,42.0,Bakery,Estimate,Medium
680.0,Virgin Cardboard - Pizza Box,17.0,14.0,5.0,1.15,90.0,48.0,Pizza,Estimate,Medium
681.0,Recycled Cardboard - Pizza Box,17.0,14.0,5.0,0.85,95.0,44.0,Pizza,Estimate,Medium
682.0,Bagasse Pizza Box,15.0,12.0,88.0,0.45,78.0,60.0,Pizza,Estimate,Medium
683.0,Wheat Straw Pizza Box,16.0,13.0,90.0,0.48,78.0,62.0,Pizza,Estimate,Medium
684.0,Paper-based Pizza Box,17.0,14.0,80.0,1.0,85.0,52.0,Pizza,Estimate,Medium
685.0,Virgin Cardboard - Frozen Food Carton,16.0,12.0,5.0,1.1,90.0,46.0,Frozen Food,Estimate,Medium
686.0,Recycled Cardboard - Frozen Food Carton,16.0,12.0,5.0,0.8,95.0,42.0,Frozen Food,Estimate,Medium
687.0,Plastic Frozen Food Bag (PE),30.0,8.0,1.0,2.5,30.0,60.0,Frozen Food,Literature,High
688.0,Recycled Plastic Frozen Food Bag,30.0,8.0,1.0,1.8,50.0,58.0,Frozen Food,Estimate,Medium
689.0,Paper-PE Frozen Food Bag,20.0,10.0,5.0,2.7,60.0,80.0,Frozen Food,Estimate,Medium
690.0,Paper-BioPE Frozen Food Bag,19.0,10.0,20.0,1.9,70.0,95.0,Frozen Food,Estimate,Medium
691.0,PLA Frozen Food Bag,35.0,9.0,80.0,0.7,65.0,110.0,Frozen Food,Estimate,Medium
692.0,Virgin Cardboard - Beverage Carrier 4-pack,17.0,14.0,5.0,1.2,88.0,48.0,Beverage,Estimate,Medium
693.0,Recycled Cardboard - Beverage Carrier 4-pack,17.0,14.0,5.0,0.85,93.0,44.0,Beverage,Estimate,Medium
694.0,Virgin Cardboard - Beverage Carrier 6-pack,18.0,16.0,5.0,1.25,88.0,50.0,Beverage,Estimate,Medium
695.0,Recycled Cardboard - Beverage Carrier 6-pack,18.0,16.0,5.0,0.9,93.0,46.0,Beverage,Estimate,Medium
696.0,Virgin Cardboard - Beverage Carrier 8-pack,19.0,18.0,5.0,1.3,88.0,52.0,Beverage,Estimate,Medium
697.0,Recycled Cardboard - Beverage Carrier 8-pack,19.0,18.0,5.0,0.95,93.0,48.0,Beverage,Estimate,Medium
698.0,PP Ring Carrier,55.0,18.0,1.0,2.5,20.0,40.0,Beverage,Literature,High
699.0,Bio-based Ring Carrier,45.0,16.0,40.0,1.8,30.0,70.0,Beverage,Estimate,Medium
700.0,Paper-based Ring Carrier,20.0,14.0,80.0,1.0,85.0,55.0,Beverage,Estimate,Medium
701.0,Virgin Paper - Label,6.0,3.0,5.0,0.9,80.0,30.0,Labels,Literature,High
702.0,Recycled Paper - Label,6.0,3.0,5.0,0.6,90.0,25.0,Labels,Estimate,Medium
703.0,Plastic Label (PP),25.0,4.0,1.0,2.3,30.0,40.0,Labels,Literature,High
704.0,Plastic Label (PET),30.0,5.0,1.0,3.0,40.0,50.0,Labels,Estimate,Medium
705.0,Bio-based Plastic Label,22.0,4.0,30.0,1.5,50.0,60.0,Labels,Estimate,Medium
706.0,Removable Paper Label,6.0,3.0,5.0,0.9,80.0,32.0,Labels,Estimate,Medium
707.0,Wash-off Plastic Label,25.0,4.0,1.0,2.0,40.0,45.0,Labels,Estimate,Medium
708.0,Compostable Label,20.0,4.0,85.0,0.7,60.0,55.0,Labels,Estimate,Medium
709.0,Virgin Paper - Tape Backing,10.0,4.0,5.0,0.9,85.0,30.0,Tape,Estimate,Medium
710.0,Recycled Paper - Tape Backing,10.0,4.0,5.0,0.6,92.0,28.0,Tape,Estimate,Medium
711.0,Plastic Tape Backing (PVC),30.0,6.0,1.0,3.5,10.0,40.0,Tape,Literature,High
712.0,Plastic Tape Backing (PP),25.0,5.0,1.0,2.3,30.0,35.0,Tape,Estimate,Medium
713.0,Bio-based Plastic Tape Backing,22.0,5.0,30.0,1.5,45.0,45.0,Tape,Estimate,Medium
714.0,Virgin Paper - Gift Wrap,5.0,3.0,5.0,0.9,80.0,28.0,Gift Wrap,Estimate,Medium
715.0,Recycled Paper - Gift Wrap,5.0,3.0,5.0,0.6,90.0,24.0,Gift Wrap,Estimate,Medium
716.0,Virgin Tissue Paper - Gift,3.0,2.0,5.0,0.85,85.0,20.0,Gift Wrap,Estimate,Medium
717.0,Recycled Tissue Paper - Gift,3.0,2.0,5.0,0.5,92.0,18.0,Gift Wrap,Estimate,Medium
