material_id,packaging_type,material_type,suitable_product_categories,recommended_packaging_use_cases,supplier_region,recyclability_percent,recyclability_category,recycled_content_percent,reusability_percent,biodegradation_time_days,end-of-life_disposal_percent,carbon_footprint_kg_co2/unit,co2_emission_score,waste_reduction_impact_percent,sustainability_target_progress_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,cost_per_unit,annual_usage_units,total_material_weight,supplier_sustainability_compliance_percent,biodegradability_score,sustainability_score,cost_efficiency
MAT_0162,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EMEA,95,High,72.0,99.0,75493.0,8.0,3.48,3.13,88.0,74.0,9.0,9.0,9.0,24.63,22295.0,5028.0,89.0,1.3246085781651522e-05,37.061003973825734,204.1412911084044
MAT_0163,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,79.0,53.0,168.0,5.0,0.85,0.51,60.0,94.0,5.0,4.0,5.0,3.37,97003.0,778.0,84.0,0.005917159763313609,39.848775147929,230.86053412462908
MAT_0164,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,88,Medium,48.0,93.0,55740.0,11.0,1.14,1.41,78.0,90.0,7.0,8.0,6.0,14.93,52219.0,1018.0,97.0,1.794011589314867e-05,34.777005382034766,68.1848626925653
MAT_0165,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EU,86,High,72.0,97.0,113063.0,7.0,3.61,3.09,83.0,73.0,8.0,9.0,9.0,24.22,23853.0,5010.0,84.0,8.844548220476899e-06,33.47300265336447,206.8538398018167
MAT_0166,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,50.0,230.0,5.0,0.86,0.51,62.0,85.0,6.0,3.0,4.0,3.07,98791.0,732.0,83.0,0.004329004329004329,39.448298701298704,238.43648208469057
MAT_0167,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EU,98,High,91.0,30.0,165.0,3.0,0.54,0.3,67.0,95.0,3.0,3.0,3.0,2.4,72166.0,569.0,79.0,0.006024096385542169,39.11180722891566,237.08333333333334
MAT_0168,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,90,Medium,38.0,88.0,86202.0,12.0,1.06,1.42,75.0,81.0,8.0,7.0,7.0,12.02,60655.0,1239.0,94.0,1.1600524343700335e-05,35.5740034801573,103.07820299500833
MAT_0169,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,77,Medium,29.0,8.0,60573.0,26.0,2.02,1.57,32.0,60.0,8.0,9.0,7.0,1.26,30357.0,211.0,70.0,1.6508733119820387e-05,30.329004952619936,167.46031746031747
MAT_0170,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50.0,96.0,22097.0,11.0,1.17,1.45,80.0,86.0,8.0,7.0,6.0,14.65,49673.0,995.0,86.0,4.525296406914653e-05,37.56501357588922,67.91808873720136
MAT_0171,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,87.0,31.0,141.0,3.0,0.51,0.28,68.0,91.0,1.0,2.0,3.0,1.6,73892.0,525.0,85.0,0.007042253521126761,39.91811267605633,328.125
MAT_0172,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76.0,51.0,332.0,5.0,0.79,0.51,59.0,86.0,4.0,5.0,4.0,2.94,102220.0,740.0,84.0,0.003003003003003003,38.64790090090091,251.70068027210885
MAT_0173,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,77.0,47.0,152.0,5.0,0.79,0.5,60.0,86.0,6.0,5.0,3.0,3.06,99778.0,745.0,86.0,0.006535947712418301,38.25196078431373,243.4640522875817
MAT_0174,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,48.0,96.0,33525.0,10.0,1.21,1.4,81.0,87.0,9.0,7.0,6.0,15.74,52785.0,1053.0,97.0,2.9827596492274652e-05,34.38000894827895,66.89961880559085
MAT_0175,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,99,High,81.0,52.0,242.0,5.0,0.8,0.52,63.0,93.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,0.00411522633744856,39.44523456790124,249.04458598726114
MAT_0176,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,88,Medium,36.0,88.0,41490.0,12.0,0.9,1.48,74.0,84.0,7.0,7.0,7.0,12.7,60528.0,1117.0,86.0,2.4101612397869416e-05,34.75600723048372,87.95275590551182
MAT_0177,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,93.0,42939.0,11.0,1.14,1.4,77.0,88.0,9.0,7.0,7.0,14.61,48925.0,1033.0,98.0,2.3288309268747088e-05,36.38000698649278,70.70499657768652
MAT_0178,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,95,High,77.0,48.0,275.0,5.0,0.92,0.52,65.0,88.0,6.0,4.0,5.0,3.18,100778.0,819.0,92.0,0.0036231884057971015,37.84508695652174,257.5471698113207
MAT_0179,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,94,High,71.0,97.0,99557.0,8.0,3.58,3.13,83.0,73.0,9.0,9.0,9.0,25.68,19707.0,5063.0,94.0,1.0044396231342534e-05,36.66100301331887,197.15732087227414
MAT_0180,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,78,Medium,30.0,8.0,64044.0,26.0,2.07,1.6,33.0,60.0,7.0,8.0,6.0,1.26,30357.0,211.0,70.0,1.5614021391209306e-05,30.72000468420642,167.46031746031747
MAT_0181,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,53.0,153.0,5.0,0.8,0.51,62.0,84.0,5.0,5.0,4.0,2.83,101569.0,765.0,86.0,0.006493506493506494,39.04894805194806,270.31802120141344
MAT_0182,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,89,Medium,50.0,96.0,28329.0,10.0,1.2,1.37,79.0,85.0,9.0,9.0,7.0,15.75,47124.0,1030.0,95.0,3.529827038475115e-05,35.189010589481114,65.39682539682539
MAT_0183,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,93,Medium,50.0,95.0,30911.0,10.0,1.07,1.48,81.0,86.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0,3.2349896480331265e-05,36.756009704968946,68.80108991825614
MAT_0184,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,36.0,94.0,40250.0,12.0,0.96,1.48,74.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,2.4844103252093115e-05,33.556007453230976,94.42567567567568
MAT_0185,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,89.0,31.0,104.0,3.0,0.52,0.29,66.0,91.0,2.0,2.0,3.0,1.96,75069.0,637.0,79.0,0.009523809523809525,39.51585714285714,325.0
MAT_0186,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,81.0,49.0,209.0,5.0,0.85,0.53,61.0,90.0,5.0,3.0,3.0,3.06,99778.0,745.0,86.0,0.004761904761904762,38.642428571428574,243.4640522875817
MAT_0187,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48.0,93.0,33525.0,11.0,1.15,1.53,82.0,90.0,7.0,8.0,6.0,15.74,52785.0,1083.0,93.0,2.9827596492274652e-05,35.54100894827894,68.80559085133417
MAT_0188,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,44.0,87.0,35850.0,13.0,1.08,1.48,79.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0,2.7893224735711695e-05,33.556008367967415,99.3073593073593
MAT_0189,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",ROW,94,High,72.0,99.0,103598.0,8.0,3.48,2.83,85.0,76.0,8.0,9.0,9.0,24.62,21703.0,5063.0,90.0,9.652602824351587e-06,36.75100289578085,205.64581640942322
MAT_0190,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,49.0,94.0,76964.0,10.0,1.21,1.45,78.0,82.0,8.0,9.0,6.0,14.65,49673.0,998.0,92.0,1.2992918859221724e-05,37.565003897875656,68.12286689419795
MAT_0191,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,91,Medium,50.0,96.0,40050.0,10.0,1.08,1.48,81.0,90.0,7.0,7.0,6.0,15.25,50106.0,1088.0,96.0,2.4968165588874185e-05,35.95600749044967,71.34426229508196
MAT_0192,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23.0,12.0,74533.0,25.0,1.95,1.52,28.0,59.0,8.0,7.0,7.0,1.5,30291.0,257.0,67.0,1.3416695736174094e-05,24.344004025008722,171.33333333333334
MAT_0193,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,252.0,5.0,0.88,0.54,64.0,91.0,6.0,4.0,4.0,2.78,100650.0,782.0,85.0,0.003952569169960474,39.03918577075099,281.294964028777
MAT_0194,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,86,Medium,41.0,86.0,52150.0,13.0,1.07,1.46,79.0,83.0,8.0,9.0,6.0,12.72,59942.0,1268.0,90.0,1.9175087726026345e-05,33.962005752526316,99.68553459119497
MAT_0195,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,73.0,98.0,157790.0,7.0,3.67,3.13,83.0,72.0,8.0,10.0,9.0,24.33,20573.0,4938.0,91.0,6.337497068907606e-06,34.261001901249124,202.9593094944513
MAT_0196,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,78.0,51.0,332.0,6.0,0.85,0.52,65.0,86.0,4.0,3.0,3.0,2.94,102220.0,740.0,84.0,0.003003003003003003,38.64490090090091,251.70068027210885
MAT_0197,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,ROW,100,High,88.0,34.0,179.0,3.0,0.56,0.3,69.0,96.0,2.0,3.0,4.0,2.5,76742.0,674.0,78.0,0.005555555555555556,39.91166666666666,269.6
MAT_0198,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,94,Medium,47.0,93.0,33532.0,10.0,1.15,1.47,80.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,2.9821369993737513e-05,37.159008946411,66.59722222222221
MAT_0199,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,84.0,47.0,355.0,5.0,0.72,0.47,59.0,90.0,5.0,3.0,3.0,3.05,102073.0,901.0,91.0,0.0028089887640449437,38.25984269662922,295.4098360655738
MAT_0200,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,50.0,95.0,31940.0,11.0,1.15,1.57,80.0,86.0,9.0,8.0,7.0,14.41,47587.0,975.0,89.0,3.130772361541592e-05,34.32900939231709,67.66134628730049
MAT_0201,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,82,Medium,41.0,89.0,69350.0,12.0,1.01,1.52,78.0,83.0,8.0,8.0,7.0,11.28,62593.0,1284.0,90.0,1.4419402748338164e-05,32.344004325820826,113.82978723404256
MAT_0202,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,80.0,51.0,230.0,5.0,0.73,0.5,62.0,85.0,4.0,4.0,4.0,3.07,98791.0,732.0,83.0,0.004329004329004329,39.451298701298704,238.43648208469057
MAT_0203,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,78.0,47.0,157.0,5.0,0.92,0.53,58.0,90.0,4.0,3.0,3.0,2.77,100871.0,847.0,90.0,0.006329113924050633,39.84289873417722,305.7761732851986
MAT_0204,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,51.0,96.0,40031.0,10.0,1.13,1.44,79.0,83.0,9.0,9.0,7.0,14.59,44696.0,1041.0,98.0,2.498001598721023e-05,37.1680074940048,71.35023989033584
MAT_0205,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,94,Medium,42.0,94.0,46640.0,12.0,1.06,1.46,75.0,75.0,8.0,8.0,8.0,11.69,54650.0,1189.0,88.0,2.144036362856714e-05,37.16200643210909,101.71086398631309
MAT_0206,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,47.0,97.0,41427.0,10.0,1.18,1.45,82.0,87.0,9.0,7.0,6.0,15.76,48866.0,1053.0,97.0,2.4138263976054843e-05,35.565007241479194,66.81472081218274
MAT_0207,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,ROW,68,Medium,30.0,12.0,65985.0,25.0,2.05,1.57,32.0,63.0,8.0,9.0,6.0,1.86,30397.0,298.0,69.0,1.5154729791167823e-05,26.729004546418942,160.21505376344086
MAT_0208,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,40.0,92.0,60408.0,12.0,1.06,1.43,76.0,77.0,9.0,8.0,7.0,12.01,57077.0,1087.0,88.0,1.6553824761211077e-05,33.17100496614743,90.50791007493756
MAT_0209,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,70.0,98.0,90587.0,8.0,3.58,3.13,83.0,76.0,8.0,10.0,10.0,25.43,21272.0,4976.0,93.0,1.1038989711661589e-05,37.86100331169692,195.67440031458906
MAT_0210,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,52.0,99.0,25270.0,10.0,1.18,1.42,80.0,82.0,7.0,7.0,7.0,14.28,48512.0,1065.0,95.0,3.9571049819951724e-05,35.574011871314944,74.57983193277312
MAT_0211,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77.0,48.0,154.0,5.0,0.76,0.51,60.0,91.0,5.0,4.0,4.0,2.98,103323.0,737.0,85.0,0.0064516129032258064,39.84893548387097,247.31543624161074
MAT_0212,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,85.0,32.0,104.0,2.0,0.47,0.3,64.0,95.0,3.0,2.0,3.0,1.83,78051.0,715.0,84.0,0.009523809523809525,39.91285714285714,390.71038251366116
MAT_0213,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,81.0,50.0,201.0,5.0,0.74,0.51,61.0,90.0,5.0,4.0,4.0,2.6,99953.0,717.0,85.0,0.0049504950495049506,38.24848514851486,275.7692307692308
MAT_0214,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,42.0,89.0,50911.0,11.0,0.92,1.38,77.0,82.0,7.0,8.0,8.0,11.34,60692.0,1224.0,90.0,1.9641734758013828e-05,33.18600589252043,107.93650793650794
MAT_0215,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,82,Medium,48.0,93.0,29304.0,11.0,1.18,1.52,79.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0,3.412386964681795e-05,32.344010237160894,63.931171409662475
MAT_0216,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,75.0,44.0,211.0,5.0,0.85,0.5,61.0,89.0,5.0,4.0,4.0,3.77,98647.0,753.0,93.0,0.0047169811320754715,38.651415094339626,199.73474801061008
MAT_0217,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,93,Medium,50.0,97.0,32911.0,10.0,1.2,1.52,80.0,90.0,8.0,7.0,7.0,14.55,46054.0,1003.0,100.0,3.038405444822557e-05,36.744009115216336,68.93470790378007
MAT_0218,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,92.0,30.0,141.0,3.0,0.5,0.3,65.0,93.0,2.0,2.0,3.0,1.6,73892.0,525.0,85.0,0.007042253521126761,39.91211267605633,328.125
MAT_0219,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50.0,96.0,25244.0,11.0,1.18,1.46,78.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,3.961180431768667e-05,37.562011883541295,69.04927133934767
MAT_0220,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,78.0,50.0,197.0,5.0,0.77,0.48,59.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,87.0,0.005050505050505051,39.45751515151515,191.98966408268734
MAT_0221,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,80.0,48.0,252.0,6.0,0.76,0.5,64.0,91.0,4.0,4.0,4.0,2.78,100650.0,782.0,85.0,0.003952569169960474,39.85118577075099,281.294964028777
MAT_0222,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,95,Medium,42.0,87.0,37036.0,13.0,0.92,1.47,72.0,83.0,9.0,9.0,7.0,12.72,57467.0,1176.0,96.0,2.7000027000027e-05,37.5590081000081,92.45283018867924
MAT_0223,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,91.0,33.0,122.0,2.0,0.5,0.29,68.0,91.0,1.0,2.0,3.0,2.02,77375.0,549.0,85.0,0.008130081300813009,39.91543902439024,271.78217821782175
MAT_0224,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,96,High,82.0,50.0,154.0,5.0,0.85,0.5,60.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,86.0,0.0064516129032258064,38.25193548387097,267.70186335403724
MAT_0225,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,73,Medium,30.0,12.0,31602.0,26.0,1.96,1.4,30.0,56.0,9.0,7.0,6.0,1.42,31018.0,171.0,70.0,3.164256557921716e-05,28.780009492769675,120.42253521126761
MAT_0226,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,38.0,87.0,52407.0,12.0,0.92,1.47,75.0,81.0,9.0,9.0,7.0,12.45,56902.0,1222.0,97.0,1.908105632727828e-05,33.5590057243169,98.15261044176708
MAT_0227,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,83.0,49.0,275.0,6.0,0.81,0.5,65.0,89.0,5.0,3.0,5.0,3.18,100778.0,819.0,92.0,0.0036231884057971015,39.45108695652174,257.5471698113207
MAT_0228,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,80.0,50.0,230.0,5.0,0.73,0.49,60.0,85.0,5.0,5.0,4.0,3.07,98791.0,732.0,83.0,0.004329004329004329,39.8542987012987,238.43648208469057
MAT_0229,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,90,Medium,48.0,99.0,42997.0,10.0,1.21,1.52,76.0,82.0,9.0,7.0,7.0,14.94,48860.0,978.0,86.0,2.3256895669566027e-05,35.5440069770687,65.46184738955823
MAT_0230,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,71.0,97.0,99557.0,8.0,3.6,3.02,83.0,73.0,9.0,9.0,10.0,25.68,19707.0,5063.0,94.0,1.0044396231342534e-05,34.29400301331887,197.15732087227414
MAT_0231,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,77.0,48.0,250.0,5.0,0.72,0.5,61.0,90.0,5.0,4.0,4.0,3.39,100328.0,741.0,87.0,0.00398406374501992,38.65119521912351,218.58407079646017
MAT_0232,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,88.0,29.0,133.0,3.0,0.52,0.29,66.0,98.0,2.0,2.0,3.0,1.76,75226.0,663.0,82.0,0.007462686567164179,39.91523880597015,376.70454545454544
MAT_0233,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,41.0,86.0,52150.0,13.0,1.06,1.48,77.0,78.0,7.0,9.0,8.0,12.72,59942.0,1268.0,90.0,1.9175087726026345e-05,33.15600575252632,99.68553459119497
MAT_0234,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23.0,12.0,74533.0,25.0,1.99,1.52,32.0,60.0,7.0,8.0,6.0,1.5,30291.0,257.0,67.0,1.3416695736174094e-05,24.344004025008722,171.33333333333334
MAT_0235,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81.0,50.0,201.0,5.0,0.85,0.53,60.0,89.0,6.0,3.0,4.0,2.6,99953.0,717.0,85.0,0.0049504950495049506,39.842485148514854,275.7692307692308
MAT_0236,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,86,Medium,50.0,96.0,25270.0,11.0,1.15,1.56,76.0,82.0,8.0,8.0,7.0,14.28,48512.0,1065.0,95.0,3.9571049819951724e-05,33.93201187131494,74.57983193277312
MAT_0237,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77.0,46.0,169.0,5.0,0.78,0.5,58.0,87.0,6.0,4.0,5.0,2.82,96624.0,825.0,90.0,0.0058823529411764705,39.051764705882356,292.5531914893617
MAT_0238,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,52.0,242.0,5.0,0.79,0.53,60.0,90.0,5.0,4.0,4.0,3.14,103063.0,782.0,88.0,0.00411522633744856,39.44223456790124,249.04458598726114
MAT_0239,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,36.0,94.0,40250.0,13.0,0.92,1.52,79.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,2.4844103252093115e-05,33.14400745323098,94.42567567567568
MAT_0240,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,50.0,95.0,31940.0,10.0,1.17,1.46,83.0,86.0,7.0,7.0,7.0,14.41,47587.0,975.0,89.0,3.130772361541592e-05,33.96200939231708,67.66134628730049
MAT_0241,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,48.0,93.0,33525.0,11.0,1.18,1.43,80.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0,2.9827596492274652e-05,35.571008948278944,66.89961880559085
MAT_0242,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82.0,53.0,291.0,5.0,0.78,0.5,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,0.003424657534246575,39.851027397260275,313.16725978647685
