material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level
604,PLA Rigid Cup,50,10,80,0.6,70,120,Dairy Cups,Estimate,Medium
605,Paper Cup with Bio-liner,18,9,60,1.1,75,115,Dairy Cups,Estimate,Medium
606,Paper-seeded Insert (Plantable),5,3,95,0.5,80,80,Gift Inserts,Estimate,Medium
607,Seeded Paper Tag,4,2,95,0.45,80,75,Tags,Estimate,Medium
608,Seeded Cardboard,10,6,90,0.8,80,85,Gift Boxes,Estimate,Medium
609,Wood Tag,25,5,60,1.5,60,70,Tags,Estimate,Medium
610,Bamboo Tag,22,4,85,0.9,70,80,Tags,Estimate,Medium
611,Virgin Cardboard - Cold Chain Box,18,18,5,1.2,90,52,Cold Chain,Literature,High
612,Recycled Cardboard - Cold Chain Box,18,18,5,0.82,95,48,Cold Chain,Estimate,Medium
613,PU Insulated Cold Chain Box,30,40,0,4.0,30,150,Cold Chain,Estimate,Medium
614,EPS Insulated Cold Chain Box,20,30,0,5.0,10,70,Cold Chain,Literature,High
615,Vacuum Insulated Panel Insert,50,50,0,15.0,80,300,Cold Chain,Estimate,Medium
616,Gel Pack - Reusable,5,5,0,4.0,0,200,Cold Chain,Estimate,Medium
617,Paper-based Gel Pack Pouch,6,5,80,1.0,80,80,Cold Chain,Estimate,Medium
618,Bio-gel Pack,5,5,50,3.0,0,180,Cold Chain,Estimate,Medium
619,Recycled Plastic Gel Pack Pouch,6,5,1,2.0,60,70,Cold Chain,Estimate,Medium
620,Compostable Gel Pack Pouch,6,5,85,0.8,65,90,Cold Chain,Estimate,Medium
621,Virgin Cardboard - Returnable Tray,18,16,5,1.14,88,50,Return Systems,Estimate,Medium
622,Recycled Cardboard - Returnable Tray,18,16,5,0.8,93,46,Return Systems,Estimate,Medium
623,PP Returnable Tray,60,20,1,2.5,40,80,Return Systems,Estimate,Medium
624,Recycled PP Returnable Tray,60,20,1,1.9,55,76,Return Systems,Estimate,Medium
625,HDPE Crate,70,25,1,3.0,50,90,Return Systems,Literature,High
626,Recycled HDPE Crate,70,25,1,2.2,65,85,Return Systems,Estimate,Medium
627,Steel Returnable Crate,80,30,0,7.0,90,150,Return Systems,Estimate,Medium
628,Aluminum Returnable Crate,75,28,1,10.0,90,180,Return Systems,Estimate,Medium
629,Paper-based Dunnage,12,8,85,0.8,90,50,Dunnage,Estimate,Medium
630,Recycled Paper-based Dunnage,12,8,88,0.6,92,48,Dunnage,Estimate,Medium
631,Textile-based Dunnage,20,10,60,1.5,50,70,Dunnage,Estimate,Medium
632,Plastic-based Dunnage,50,15,1,3.0,30,60,Dunnage,Estimate,Medium
633,Recycled Plastic-based Dunnage,50,15,1,2.0,50,58,Dunnage,Estimate,Medium
634,PLA-based Dunnage,40,12,80,0.8,60,90,Dunnage,Estimate,Medium
635,Corrugated Plastic Sheet (PP),50,18,1,2.5,30,65,Layer Pads,Estimate,Medium
636,Recycled Corrugated Plastic Sheet,50,18,1,1.9,50,62,Layer Pads,Estimate,Medium
637,Paper-based Layer Pad,20,16,80,1.1,85,55,Layer Pads,Estimate,Medium
638,Recycled Paper-based Layer Pad,20,16,82,0.9,90,50,Layer Pads,Estimate,Medium
639,Plastic Pallet Top Sheet,35,12,1,2.5,30,55,Pallet Top,Estimate,Medium
640,Recycled Plastic Pallet Top Sheet,35,12,1,1.8,50,52,Pallet Top,Estimate,Medium
641,Paper Pallet Top Sheet,15,10,80,0.8,90,45,Pallet Top,Estimate,Medium
642,Recycled Paper Pallet Top Sheet,15,10,82,0.6,92,40,Pallet Top,Estimate,Medium
643,Virgin Cardboard - Retail Ready,16,14,5,1.1,90,46,Retail Ready,Estimate,Medium
644,Recycled Cardboard - Retail Ready,16,14,5,0.8,95,42,Retail Ready,Estimate,Medium
645,Virgin Cardboard - Display Ready,15,13,5,1.1,88,45,Displays,Estimate,Medium
646,Recycled Cardboard - Display Ready,15,13,5,0.78,93,40,Displays,Estimate,Medium
647,Plastic Shelf-ready Tray (PET),60,15,1,3.0,40,80,Retail Ready,Estimate,Medium
648,Recycled Plastic Shelf-ready Tray (rPET),60,15,1,1.9,60,82,Retail Ready,Estimate,Medium
649,Paper-based Shelf-ready Tray,18,14,80,1.0,85,55,Retail Ready,Estimate,Medium
650,Recycled Paper-based Shelf-ready Tray,18,14,82,0.8,90,50,Retail Ready,Estimate,Medium
651,Virgin Cardboard - Luxury Box,18,15,5,1.2,85,60,Luxury Packaging,Estimate,Medium
652,Recycled Cardboard - Luxury Box,18,15,5,0.9,90,55,Luxury Packaging,Estimate,Medium
653,Rigid Board - Luxury (Paper-based),22,18,5,1.4,80,80,Luxury Packaging,Estimate,Medium
654,Recycled Rigid Board - Luxury,22,18,5,1.1,85,75,Luxury Packaging,Estimate,Medium
655,Textile-covered Rigid Board,24,18,60,1.6,70,95,Luxury Packaging,Estimate,Medium
656,Wooden Gift Box,28,20,60,2.8,60,110,Luxury Packaging,Estimate,Medium
657,Bamboo Gift Box,26,18,80,1.5,70,105,Luxury Packaging,Estimate,Medium
658,Metal Tin Gift Box,40,20,1,6.0,90,120,Luxury Packaging,Estimate,Medium
659,Recycled Metal Tin Gift Box,40,20,1,4.0,95,110,Luxury Packaging,Estimate,Medium
660,Glass Gift Jar,80,18,0,2.4,95,115,Luxury Packaging,Estimate,Medium
661,Compostable Window Carton (PLA),18,12,80,0.9,70,95,Window Boxes,Estimate,Medium
662,Compostable Window Carton (Cellulose),17,11,85,0.85,72,92,Window Boxes,Estimate,Medium
663,Recycled Window Carton (PET Window),18,12,1,2.0,70,85,Window Boxes,Estimate,Medium
664,Paperboard Window Carton (No Plastic),16,11,80,1.0,85,80,Window Boxes,Estimate,Medium
665,Virgin Cardboard - Electronics Inner Box,17,14,5,1.16,90,48,Electronics,Literature,High
666,Recycled Cardboard - Electronics Inner Box,17,14,5,0.84,95,44,Electronics,Estimate,Medium
667,Molded Fiber Electronics Inner Tray,11,7,85,0.5,80,55,Electronics,Estimate,Medium
668,Anti-static Plastic Electronics Tray (PS),50,15,1,3.5,10,75,Electronics,Literature,High
669,Recycled Anti-static Plastic Electronics Tray,50,15,1,2.5,30,70,Electronics,Estimate,Medium
670,ESD Foam Insert,18,12,0,4.0,20,90,Electronics,Literature,High
671,Recycled ESD Foam Insert,18,12,0,3.0,40,85,Electronics,Estimate,Medium
672,Paper-based ESD Insert,14,9,80,1.0,70,65,Electronics,Estimate,Medium
673,Conductive Plastic Bag,45,10,1,3.0,30,60,Electronics,Estimate,Medium
674,Recycled Conductive Plastic Bag,45,10,1,2.2,50,58,Electronics,Estimate,Medium
675,Paper-based Conductive Bag,15,7,75,1.1,70,70,Electronics,Estimate,Medium
676,Virgin Cardboard - Food Sleeve,15,10,5,1.1,90,44,Food,Estimate,Medium
677,Recycled Cardboard - Food Sleeve,15,10,5,0.8,95,40,Food,Estimate,Medium
678,Virgin Cardboard - Bakery Box,16,12,5,1.12,90,46,Bakery,Estimate,Medium
679,Recycled Cardboard - Bakery Box,16,12,5,0.82,95,42,Bakery,Estimate,Medium
680,Virgin Cardboard - Pizza Box,17,14,5,1.15,90,48,Pizza,Estimate,Medium
681,Recycled Cardboard - Pizza Box,17,14,5,0.85,95,44,Pizza,Estimate,Medium
682,Bagasse Pizza Box,15,12,88,0.45,78,60,Pizza,Estimate,Medium
683,Wheat Straw Pizza Box,16,13,90,0.48,78,62,Pizza,Estimate,Medium
684,Paper-based Pizza Box,17,14,80,1.0,85,52,Pizza,Estimate,Medium
685,Virgin Cardboard - Frozen Food Carton,16,12,5,1.1,90,46,Frozen Food,Estimate,Medium
686,Recycled Cardboard - Frozen Food Carton,16,12,5,0.8,95,42,Frozen Food,Estimate,Medium
687,Plastic Frozen Food Bag (PE),30,8,1,2.5,30,60,Frozen Food,Literature,High
688,Recycled Plastic Frozen Food Bag,30,8,1,1.8,50,58,Frozen Food,Estimate,Medium
689,Paper-PE Frozen Food Bag,20,10,5,2.7,60,80,Frozen Food,Estimate,Medium
690,Paper-BioPE Frozen Food Bag,19,10,20,1.9,70,95,Frozen Food,Estimate,Medium
691,PLA Frozen Food Bag,35,9,80,0.7,65,110,Frozen Food,Estimate,Medium
692,Virgin Cardboard - Beverage Carrier 4-pack,17,14,5,1.2,88,48,Beverage,Estimate,Medium
693,Recycled Cardboard - Beverage Carrier 4-pack,17,14,5,0.85,93,44,Beverage,Estimate,Medium
694,Virgin Cardboard - Beverage Carrier 6-pack,18,16,5,1.25,88,50,Beverage,Estimate,Medium
695,Recycled Cardboard - Beverage Carrier 6-pack,18,16,5,0.9,93,46,Beverage,Estimate,Medium
696,Virgin Cardboard - Beverage Carrier 8-pack,19,18,5,1.3,88,52,Beverage,Estimate,Medium
697,Recycled Cardboard - Beverage Carrier 8-pack,19,18,5,0.95,93,48,Beverage,Estimate,Medium
698,PP Ring Carrier,55,18,1,2.5,20,40,Beverage,Literature,High
699,Bio-based Ring Carrier,45,16,40,1.8,30,70,Beverage,Estimate,Medium
700,Paper-based Ring Carrier,20,14,80,1.0,85,55,Beverage,Estimate,Medium
701,Virgin Paper - Label,6,3,5,0.9,80,30,Labels,Literature,High
702,Recycled Paper - Label,6,3,5,0.6,90,25,Labels,Estimate,Medium
703,Plastic Label (PP),25,4,1,2.3,30,40,Labels,Literature,High
704,Plastic Label (PET),30,5,1,3.0,40,50,Labels,Estimate,Medium
705,Bio-based Plastic Label,22,4,30,1.5,50,60,Labels,Estimate,Medium
706,Removable Paper Label,6,3,5,0.9,80,32,Labels,Estimate,Medium
707,Wash-off Plastic Label,25,4,1,2.0,40,45,Labels,Estimate,Medium
708,Compostable Label,20,4,85,0.7,60,55,Labels,Estimate,Medium
709,Virgin Paper - Tape Backing,10,4,5,0.9,85,30,Tape,Estimate,Medium
710,Recycled Paper - Tape Backing,10,4,5,0.6,92,28,Tape,Estimate,Medium
711,Plastic Tape Backing (PVC),30,6,1,3.5,10,40,Tape,Literature,High
712,Plastic Tape Backing (PP),25,5,1,2.3,30,35,Tape,Estimate,Medium
713,Bio-based Plastic Tape Backing,22,5,30,1.5,45,45,Tape,Estimate,Medium
714,Virgin Paper - Gift Wrap,5,3,5,0.9,80,28,Gift Wrap,Estimate,Medium
715,Recycled Paper - Gift Wrap,5,3,5,0.6,90,24,Gift Wrap,Estimate,Medium
716,Virgin Tissue Paper - Gift,3,2,5,0.85,85,20,Gift Wrap,Estimate,Medium
717,Recycled Tissue Paper - Gift,3,2,5,0.5,92,18,Gift Wrap,Estimate,Medium
718,Metalized Gift Wrap (PET),30,4,1,4.0,20,60,Gift Wrap,Estimate,Medium
719,Compostable Gift Wrap (Cellulose),25,4,85,0.7,65,55,Gift Wrap,Estimate,Medium
720,Virgin Cardboard - Toy Box,16,14,5,1.1,90,47,Toys,Estimate,Medium
721,Recycled Cardboard - Toy Box,16,14,5,0.8,95,42,Toys,Estimate,Medium
722,Molded Fiber Toy Insert,10,6,85,0.5,80,52,Toys,Estimate,Medium
723,Plastic Toy Blister (PET),60,15,1,3.0,40,80,Toys,Literature,High
724,Recycled Plastic Toy Blister (rPET),60,15,1,1.8,60,82,Toys,Estimate,Medium
725,Paper-based Toy Blister,25,12,70,1.1,80,90,Toys,Estimate,Medium
726,Virgin Paper - Instruction Leaflet,5,4,5,0.9,85,35,Leaflets,Estimate,Medium
727,Recycled Paper - Instruction Leaflet,5,4,5,0.6,90,30,Leaflets,Estimate,Medium
728,Virgin Paperboard - Cosmetic Box,16,12,5,1.1,88,50,Cosmetics,Estimate,Medium
729,Recycled Paperboard - Cosmetic Box,16,12,5,0.8,92,45,Cosmetics,Estimate,Medium
730,Molded Fiber Cosmetic Insert,9,5,85,0.5,80,50,Cosmetics,Estimate,Medium
731,Plastic Cosmetic Jar (PET),60,15,1,3.0,40,80,Cosmetics,Literature,High
732,Recycled Plastic Cosmetic Jar (rPET),60,15,1,1.8,60,82,Cosmetics,Estimate,Medium
733,Glass Cosmetic Jar,80,18,0,2.4,95,120,Cosmetics,Estimate,Medium
734,Aluminum Cosmetic Jar,70,16,1,7.5,90,130,Cosmetics,Estimate,Medium
735,Paper-based Cosmetic Jar,20,12,80,1.0,85,90,Cosmetics,Estimate,Medium
736,Plastic Pump Dispenser (PP),55,10,1,2.6,30,60,Dispensers,Estimate,Medium
737,Recycled Plastic Pump Dispenser,55,10,1,1.9,50,58,Dispensers,Estimate,Medium
738,Metal Pump Dispenser,65,12,1,6.0,90,90,Dispensers,Estimate,Medium
739,Paper-based Pump Dispenser,25,8,75,1.4,80,80,Dispensers,Estimate,Medium
740,Bio-based Pump Dispenser,50,9,40,2.0,50,75,Dispensers,Estimate,Medium
741,Virgin Cardboard - Pharma Shipping Box,18,16,5,1.18,90,50,Pharma Shipping,Estimate,Medium
742,Recycled Cardboard - Pharma Shipping Box,18,16,5,0.82,95,46,Pharma Shipping,Estimate,Medium
743,Insulated Pharma Shipper (EPS),20,30,0,5.0,10,80,Pharma,Estimate,Medium
744,Insulated Pharma Shipper (PU),30,40,0,4.0,30,150,Pharma,Estimate,Medium
745,Insulated Pharma Shipper (Paper-based),22,28,80,1.5,70,100,Pharma,Estimate,Medium
746,Phase-change Material Pack - Reusable,5,5,0,4.0,0,200,Pharma,Estimate,Medium
747,Phase-change Material Pack - Single Use,5,5,0,3.0,0,150,Pharma,Estimate,Medium
748,Paper-based Pallet Collar,20,20,80,1.2,85,70,Palletization,Estimate,Medium
749,Recycled Paper-based Pallet Collar,20,20,82,1.0,90,65,Palletization,Estimate,Medium
750,Plastic Pallet Collar,50,25,1,3.5,30,80,Palletization,Estimate,Medium
751,Recycled Plastic Pallet Collar,50,25,1,2.5,50,75,Palletization,Estimate,Medium
752,Wood Pallet Collar,35,30,60,2.5,60,90,Palletization,Estimate,Medium
753,Bio-based Pallet Collar,40,22,30,2.0,50,95,Palletization,Estimate,Medium
754,Virgin Cardboard - Bulk Bin,20,25,5,1.3,88,55,Bulk Bins,Estimate,Medium
755,Recycled Cardboard - Bulk Bin,20,25,5,0.9,93,50,Bulk Bins,Estimate,Medium
756,Plastic Bulk Bin (HDPE),70,30,1,4.0,50,110,Bulk Bins,Estimate,Medium
757,Recycled Plastic Bulk Bin,70,30,1,2.8,65,105,Bulk Bins,Estimate,Medium
758,Metal Bulk Bin (Steel),80,35,0,7.0,90,140,Bulk Bins,Estimate,Medium
759,Bio-based Bulk Bin,50,25,30,2.5,55,120,Bulk Bins,Estimate,Medium
760,Virgin Cardboard - Archive Box,14,10,5,1.05,90,40,Archive,Literature,High
761,Recycled Cardboard - Archive Box,14,10,5,0.78,95,36,Archive,Estimate,Medium
762,Paper-based Archive Box,12,8,80,0.9,90,35,Archive,Estimate,Medium
763,Plastic Archive Box,45,18,1,3.0,30,60,Archive,Estimate,Medium
764,Recycled Plastic Archive Box,45,18,1,2.0,50,58,Archive,Estimate,Medium
765,Virgin Paper - Envelope,6,4,5,0.9,85,30,Envelopes,Literature,High
766,Recycled Paper - Envelope,6,4,5,0.6,90,26,Envelopes,Estimate,Medium
767,Plastic Envelope (PE),25,8,1,2.5,30,40,Envelopes,Estimate,Medium
768,Recycled Plastic Envelope (PE),25,8,1,1.8,50,38,Envelopes,Estimate,Medium
769,Compostable Envelope,18,6,85,0.7,60,55,Envelopes,Estimate,Medium
770,Paperboard Mailing Carton,16,10,80,1.0,85,45,Envelopes,Estimate,Medium
771,Virgin Cardboard - Shoe Box,16,14,5,1.1,90,46,Shoes,Estimate,Medium
772,Recycled Cardboard - Shoe Box,16,14,5,0.8,95,42,Shoes,Estimate,Medium
773,Paper-based Shoe Insert,10,6,80,0.8,90,35,Shoes,Estimate,Medium
774,Plastic Shoe Box,40,16,1,3.0,30,60,Shoes,Estimate,Medium
775,Bio-based Shoe Box,20,14,40,1.5,60,80,Shoes,Estimate,Medium
776,Virgin Cardboard - Apparel Box,16,12,5,1.1,90,45,Apparel,Estimate,Medium
777,Recycled Cardboard - Apparel Box,16,12,5,0.8,95,41,Apparel,Estimate,Medium
778,Paper Mailer - Apparel,14,8,80,0.9,90,40,Apparel,Estimate,Medium
779,Plastic Mailer - Apparel,30,10,1,2.5,30,50,Apparel,Estimate,Medium
780,Recycled Plastic Mailer - Apparel,30,10,1,1.8,50,48,Apparel,Estimate,Medium
781,Bio-based Mailer - Apparel,25,9,40,1.7,50,70,Apparel,Estimate,Medium
782,Compostable Mailer - Apparel,20,8,85,0.7,60,90,Apparel,Estimate,Medium
783,Virgin Paper - Carton Board for E-commerce,16,14,5,1.1,88,48,E-commerce,Estimate,Medium
784,Recycled Paper - Carton Board for E-commerce,16,14,5,0.8,92,44,E-commerce,Estimate,Medium
785,Paper-based Protective Sleeve,12,8,80,0.8,90,40,E-commerce,Estimate,Medium
786,Recycled Paper-based Protective Sleeve,12,8,82,0.6,92,38,E-commerce,Estimate,Medium
787,Plastic Bubble Mailer (PE),30,10,1,2.5,30,50,E-commerce,Literature,High
788,Recycled Plastic Bubble Mailer,30,10,1,1.8,50,48,E-commerce,Estimate,Medium
789,Paper-based Bubble Mailer,15,8,80,0.9,85,45,E-commerce,Estimate,Medium
790,Compostable Bubble Mailer,20,8,85,0.7,60,80,E-commerce,Estimate,Medium
791,Virgin Cardboard - Book Mailer,15,10,5,1.1,90,42,Books,Estimate,Medium
792,Recycled Cardboard - Book Mailer,15,10,5,0.8,95,38,Books,Estimate,Medium
793,Paper Mailer - Book,14,8,80,0.9,90,40,Books,Estimate,Medium
794,Plastic Mailer - Book,30,10,1,2.5,30,50,Books,Estimate,Medium
795,Compostable Mailer - Book,20,8,85,0.7,60,80,Books,Estimate,Medium
796,Virgin Cardboard - Wine Box,18,16,5,1.2,88,50,Wine,Estimate,Medium
797,Recycled Cardboard - Wine Box,18,16,5,0.9,93,46,Wine,Estimate,Medium
798,Molded Pulp Wine Pack,12,9,85,0.5,80,55,Wine,Estimate,Medium
799,Plastic Wine Insert (PET),65,18,1,3.0,40,85,Wine,Estimate,Medium
800,Recycled Plastic Wine Insert (rPET),65,18,1,1.8,60,82,Wine,Estimate,Medium
801,Virgin Cardboard - Fruit Box,18,16,5,1.2,90,48,Fruit,Estimate,Medium
802,Recycled Cardboard - Fruit Box,18,16,5,0.82,95,44,Fruit,Estimate,Medium
803,Plastic Fruit Crate (HDPE),70,25,1,3.0,50,90,Fruit,Literature,High
804,Recycled Plastic Fruit Crate,70,25,1,2.2,65,85,Fruit,Estimate,Medium
805,Molded Pulp Fruit Tray,12,9,85,0.5,80,55,Fruit,Estimate,Medium
806,Paper-based Fruit Wrap,7,4,80,0.7,90,35,Fruit,Estimate,Medium
807,Bio-based Fruit Bag,25,8,40,1.5,50,70,Fruit,Estimate,Medium
808,Compostable Fruit Bag,20,7,85,0.7,60,80,Fruit,Estimate,Medium
809,Virgin Cardboard - Vegetable Box,18,16,5,1.2,90,48,Vegetables,Estimate,Medium
810,Recycled Cardboard - Vegetable Box,18,16,5,0.82,95,44,Vegetables,Estimate,Medium
811,Plastic Vegetable Crate (HDPE),70,25,1,3.0,50,90,Vegetables,Estimate,Medium
812,Recycled Plastic Vegetable Crate,70,25,1,2.2,65,85,Vegetables,Estimate,Medium
813,Molded Pulp Vegetable Tray,12,9,85,0.5,80,55,Vegetables,Estimate,Medium
814,Paper-based Vegetable Wrap,7,4,80,0.7,90,35,Vegetables,Estimate,Medium
815,Bio-based Vegetable Bag,25,8,40,1.5,50,70,Vegetables,Estimate,Medium
816,Compostable Vegetable Bag,20,7,85,0.7,60,80,Vegetables,Estimate,Medium
817,Virgin Cardboard - Meat Box,18,16,5,1.2,88,50,Meat,Estimate,Medium
818,Recycled Cardboard - Meat Box,18,16,5,0.9,93,46,Meat,Estimate,Medium
819,Plastic Meat Tray (PET/PE),65,18,1,3.0,30,80,Meat,Literature,High
820,Recycled Plastic Meat Tray,65,18,1,2.0,50,78,Meat,Estimate,Medium
821,Paper-based Meat Tray,17,12,80,1.1,85,60,Meat,Estimate,Medium
822,Compostable Meat Tray (Bagasse),15,11,88,0.45,78,60,Meat,Estimate,Medium
823,Plastic Meat Vacuum Pouch (PA/PE),70,20,1,4.0,20,85,Meat,Literature,High
824,Recyclable Mono-PE Meat Pouch,50,16,1,2.5,50,80,Meat,Estimate,Medium
825,Compostable Meat Pouch,40,14,85,0.8,60,100,Meat,Estimate,Medium
826,Virgin Cardboard - Dairy Carton,16,12,5,1.1,88,48,Dairy,Literature,High
827,Recycled Cardboard - Dairy Carton,16,12,5,0.8,92,44,Dairy,Estimate,Medium
828,Liquid Carton (Paper/PE),25,15,5,3.0,60,100,Dairy,Literature,High
829,Liquid Carton (Paper/BioPE),25,15,20,2.0,70,120,Dairy,Estimate,Medium
830,Liquid Carton (Paper/PE/Alu),30,18,5,6.0,30,150,Dairy,Literature,High
831,Recycled Liquid Carton Board,26,16,5,2.5,75,110,Dairy,Estimate,Medium
832,PLA Dairy Cup,50,10,80,0.6,70,120,Dairy,Estimate,Medium
833,PET Dairy Cup,55,11,1,3.0,40,80,Dairy,Literature,High
834,PP Dairy Cup,50,10,1,2.6,40,75,Dairy,Literature,High
835,Recycled PP Dairy Cup,50,10,1,1.9,55,72,Dairy,Estimate,Medium
836,Paper-based Dairy Tub,20,12,80,1.1,85,90,Dairy,Estimate,Medium
837,Virgin Cardboard - Egg Carton,15,10,5,1.1,90,40,Eggs,Literature,High
838,Recycled Cardboard - Egg Carton,15,10,5,0.8,95,36,Eggs,Estimate,Medium
839,Molded Pulp Egg Carton,12,9,85,0.5,80,45,Eggs,Literature,High
840,Plastic Egg Carton (PET),65,15,1,3.0,40,70,Eggs,Literature,High
841,Recycled Plastic Egg Carton (rPET),65,15,1,1.8,60,68,Eggs,Estimate,Medium
842,Paper-based Egg Tray,12,9,85,0.5,85,42,Eggs,Estimate,Medium
843,Virgin Cardboard - Cereal Box,16,12,5,1.1,90,45,Cereals,Literature,High
844,Recycled Cardboard - Cereal Box,16,12,5,0.8,95,41,Cereals,Literature,High
845,Plastic Cereal Liner (PE),25,8,1,2.5,30,40,Cereals,Literature,High
846,Recycled Plastic Cereal Liner,25,8,1,1.8,50,38,Cereals,Estimate,Medium
847,Paper-based Cereal Liner,12,6,80,0.9,90,35,Cereals,Estimate,Medium
848,Compostable Cereal Liner,20,7,85,0.7,60,60,Cereals,Estimate,Medium
849,Virgin Cardboard - Snack Box,16,12,5,1.1,90,45,Snacks,Estimate,Medium
850,Recycled Cardboard - Snack Box,16,12,5,0.8,95,41,Snacks,Estimate,Medium
851,Plastic Snack Pouch (PET/PE),50,12,1,3.0,30,70,Snacks,Literature,High
852,Recyclable Mono-PE Snack Pouch,45,11,1,2.5,50,75,Snacks,Estimate,Medium
853,Paper-based Snack Pouch,18,10,70,1.1,85,80,Snacks,Estimate,Medium
854,Compostable Snack Pouch,35,9,85,0.7,60,90,Snacks,Estimate,Medium
855,Metalized Snack Pouch (PET/Alu/PE),60,15,1,6.0,20,90,Snacks,Literature,High
856,Paper-based Snack Pouch with Barrier,20,10,65,1.2,75,95,Snacks,Estimate,Medium
857,Virgin Cardboard - Chocolate Box,16,12,5,1.1,90,50,Confectionery,Estimate,Medium
858,Recycled Cardboard - Chocolate Box,16,12,5,0.8,95,45,Confectionery,Estimate,Medium
859,Plastic Chocolate Tray (PET),65,15,1,3.0,40,80,Confectionery,Literature,High
860,Recycled Plastic Chocolate Tray (rPET),65,15,1,1.8,60,78,Confectionery,Estimate,Medium
861,Paper-based Chocolate Tray,14,10,80,1.0,85,60,Confectionery,Estimate,Medium
862,Compostable Chocolate Tray (Bagasse),15,11,88,0.45,78,60,Confectionery,Estimate,Medium
863,Virgin Cardboard - Coffee Box,16,12,5,1.1,90,45,Coffee,Literature,High
864,Recycled Cardboard - Coffee Box,16,12,5,0.8,95,41,Coffee,Literature,High
865,Plastic Coffee Pouch (PET/Alu/PE),60,15,1,6.0,20,90,Coffee,Literature,High
866,Recyclable Coffee Pouch (Mono-PE),45,11,1,2.5,50,75,Coffee,Estimate,Medium
867,Paper-based Coffee Pouch,18,10,70,1.1,85,80,Coffee,Estimate,Medium
868,Compostable Coffee Pouch,35,9,85,0.7,60,90,Coffee,Estimate,Medium
869,Virgin Cardboard - Tea Box,16,12,5,1.1,90,45,Tea,Literature,High
870,Recycled Cardboard - Tea Box,16,12,5,0.8,95,41,Tea,Literature,High
871,Plastic Tea Pouch (PET/PE),50,12,1,3.0,30,70,Tea,Literature,High
872,Recyclable Mono-PE Tea Pouch,45,11,1,2.5,50,75,Tea,Estimate,Medium
873,Paper-based Tea Pouch,18,10,70,1.1,85,80,Tea,Estimate,Medium
874,Compostable Tea Pouch,35,9,85,0.7,60,90,Tea,Estimate,Medium
875,Tea Bag Paper,5,3,90,0.7,80,40,Tea,Literature,High
876,Bio-based Tea Bag (PLA Mesh),35,8,80,0.6,60,90,Tea,Literature,High
877,Compostable Tea Bag Mesh,30,7,85,0.6,65,85,Tea,Estimate,Medium
878,Recycled Tea Bag Paper,5,3,90,0.55,85,35,Tea,Estimate,Medium
879,Virgin Cardboard - Pet Food Box,16,12,5,1.1,90,45,Pet Food,Estimate,Medium
880,Recycled Cardboard - Pet Food Box,16,12,5,0.8,95,41,Pet Food,Estimate,Medium
881,Plastic Pet Food Pouch (PET/PE),50,12,1,3.0,30,70,Pet Food,Literature,High
882,Recyclable Mono-PE Pet Food Pouch,45,11,1,2.5,50,75,Pet Food,Estimate,Medium
883,Paper-based Pet Food Pouch,18,10,70,1.1,85,80,Pet Food,Estimate,Medium
884,Compostable Pet Food Pouch,35,9,85,0.7,60,90,Pet Food,Estimate,Medium
885,Metal Pet Food Can (Steel),80,22,0,6.0,90,100,Pet Food,Literature,High
886,Recycled Metal Pet Food Can,80,22,0,4.0,95,95,Pet Food,Estimate,Medium
887,Virgin Cardboard - Home Care Box,16,12,5,1.1,90,45,Home Care,Estimate,Medium
888,Recycled Cardboard - Home Care Box,16,12,5,0.8,95,41,Home Care,Estimate,Medium
889,Plastic Home Care Bottle (HDPE),65,18,1,3.1,50,80,Home Care,Literature,High
890,Recycled Plastic Home Care Bottle,65,18,1,2.0,70,78,Home Care,Estimate,Medium
891,Plastic Home Care Pouch (PE),30,10,1,2.5,30,50,Home Care,Estimate,Medium
892,Recyclable Mono-PE Home Care Pouch,30,10,1,2.3,50,55,Home Care,Estimate,Medium
893,Compostable Home Care Pouch,25,9,85,0.7,60,80,Home Care,Estimate,Medium
894,Paper-based Home Care Box with PLA liner,18,12,60,1.1,75,90,Home Care,Estimate,Medium
895,Virgin Cardboard - Personal Care Box,16,12,5,1.1,90,45,Personal Care,Estimate,Medium
896,Recycled Cardboard - Personal Care Box,16,12,5,0.8,95,41,Personal Care,Estimate,Medium
897,Plastic Personal Care Bottle (PET),60,15,1,3.0,40,80,Personal Care,Literature,High
898,Recycled Plastic Personal Care Bottle (rPET),60,15,1,1.8,60,78,Personal Care,Estimate,Medium
899,Paper-based Personal Care Pouch,18,10,70,1.1,85,80,Personal Care,Estimate,Medium
900,Compostable Personal Care Pouch,35,9,85,0.7,60,90,Personal Care,Estimate,Medium
901,Virgin Cardboard - Electronics Outer Box,18,18,5,1.2,90,50,Electronics,Literature,High
902,Recycled Cardboard - Electronics Outer Box,18,18,5,0.82,95,46,Electronics,Literature,High
903,Molded Fiber Electronics Outer Tray,12,8,85,0.5,80,56,Electronics,Estimate,Medium
904,Plastic Electronics Outer Shell (ABS),70,20,1,4.0,20,90,Electronics,Literature,High
905,Recycled Plastic Electronics Outer Shell,70,20,1,3.0,40,85,Electronics,Estimate,Medium
906,Paper-based Electronics Outer Box with ESD,16,14,80,1.1,75,60,Electronics,Estimate,Medium
907,Virgin Cardboard - Pharma Inner Box,15,11,5,1.1,90,44,Pharma,Estimate,Medium
